"key_id","judge_id","old_judge_id","full_name","first_name","last_name","last_name_latin","last_name_label","last_name_latin_label","member_state_id","member_state","member_state_code","birth_year","gender_id","gender","female","judge_court_of_justice","judge_general_court","judge_civil_service_tribunal","advocate_general","count_positions","current_status","current_member","non_consecutive","start_date","end_date","start_date_court_of_justice","end_date_court_of_justice","start_date_general_court","end_date_general_court","start_date_civil_service_tribunal","end_date_civil_service_tribunal","start_date_advocate_general","end_date_advocate_general"
188,"J1602",502,"Savvas Papasavvas","Savvas","Papasavvas","Papasavvas","Papasavvas","Papasavvas",16,"Cyprus","CY",1969,2,"Male",0,0,1,0,0,1,"Current GC judge",1,0,2004-05-01,NA,NA,NA,2004-05-01,NA,NA,NA,NA,NA
189,"J1603",503,"Constantinos Lycourgos","Constantinos","Lycourgos","Lycourgos","Lycourgos","Lycourgos",16,"Cyprus","CY",1964,2,"Male",0,1,0,0,0,1,"Current CJ judge",1,0,2014-10-07,NA,2014-10-07,NA,NA,NA,NA,NA,NA,NA
190,"J1604",504,"Anna Marcoulli","Anna","Marcoulli","Marcoulli","Marcoulli","Marcoulli",16,"Cyprus","CY",1978,1,"Female",1,0,1,0,0,1,"Current GC judge",1,0,2016-04-13,NA,NA,NA,2016-04-13,NA,NA,NA,NA,NA
191,"J1605",NA,"Nicholas Emiliou","Nicholas","Emiliou","Emiliou","Emiliou","Emiliou",16,"Cyprus","CY",1963,2,"Male",0,0,0,0,1,1,"Current AG",1,0,2021-10-07,NA,2021-10-07,NA,NA,NA,NA,NA,NA,NA
192,"J1701",601,"Jiří Malenovský","Jiří","Malenovský","Malenovsky","Malenovský","Malenovsky",17,"Czech Republic","CZ",1950,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,2004-05-01,2020-10-06,2004-05-01,2020-10-06,NA,NA,NA,NA,NA,NA
193,"J1702",602,"Irena Pelikánová","Irena","Pelikánová","Pelikanova","Pelikánová","Pelikanova",17,"Czech Republic","CZ",1949,1,"Female",1,0,1,0,0,1,"Former GC judge",0,0,2004-05-01,2019-09-26,NA,NA,2004-05-01,2019-09-26,NA,NA,NA,NA
194,"J1703",604,"Michal Bobek","Michal","Bobek","Bobek","Bobek","Bobek",17,"Czech Republic","CZ",1977,2,"Male",0,0,0,0,1,1,"Former AG",0,0,2015-10-07,2021-10-07,NA,NA,NA,NA,NA,NA,2015-10-07,2021-10-07
195,"J1704",603,"Jan Passer","Jan","Passer","Passer","Passer","Passer",17,"Czech Republic","CZ",1974,2,"Male",0,1,1,0,0,2,"Current CJ judge; Former GC judge",1,0,2016-09-19,NA,2020-10-06,NA,2016-09-19,2020-10-06,NA,NA,NA,NA
196,"J1705",605,"Petra Škvařilová-Pelzl","Petra","Škvařilová-Pelzl","Skvarilova-Pelzl","Škvařilová-Pelzl","Skvarilova-Pelzl",17,"Czech Republic","CZ",1975,1,"Female",1,0,1,0,0,1,"Current GC judge",1,0,2019-09-26,NA,NA,NA,2019-09-26,NA,NA,NA,NA,NA
197,"J1706",NA,"David Petrlík","David","Petrlík","Petrlik","Petrlík","Petrlik",17,"Czech Republic","CZ",1978,2,"Male",0,0,1,0,0,1,"Current GC judge",1,0,2021-03-01,NA,NA,NA,2021-03-01,NA,NA,NA,NA,NA
198,"J1801",801,"Uno Lõhmus","Uno","Lõhmus","Lohmus","Lõhmus","Lohmus",18,"Estonia","EE",1952,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,2004-05-01,2013-10-06,2004-05-01,2013-10-06,NA,NA,NA,NA,NA,NA
199,"J1802",803,"Küllike Jürimäe","Küllike","Jürimäe","Jurimae","Jürimäe","Jurimae",18,"Estonia","EE",1962,1,"Female",1,1,1,0,0,2,"Current CJ judge; Former GC judge",1,0,2004-05-12,NA,2013-10-23,NA,2004-05-12,2013-10-23,NA,NA,NA,NA
200,"J1803",804,"Lauri Madise","Lauri","Madise","Madise","Madise","Madise",18,"Estonia","EE",1974,2,"Male",0,0,1,0,0,1,"Current GC judge",1,0,2013-10-06,NA,NA,NA,2013-10-06,NA,NA,NA,NA,NA
201,"J1804",805,"Priit Pikamäe","Priit","Pikamäe","Pikamae","Pikamäe","Pikamae",18,"Estonia","EE",1973,2,"Male",0,0,0,0,1,1,"Current AG",1,0,2019-02-06,NA,NA,NA,NA,NA,NA,NA,2019-02-06,NA
202,"J1805",806,"Iko Nõmm","Iko","Nõmm","Nomm","Nõmm","Nomm",18,"Estonia","EE",1977,2,"Male",0,0,1,0,0,1,"Current GC judge",1,0,2019-09-26,NA,NA,NA,2019-09-26,NA,NA,NA,NA,NA
203,"J1901",1302,"Ottó Czúcz","Ottó","Czúcz","Czucz","Czúcz","Czucz",19,"Hungary","HU",1946,2,"Male",0,0,1,0,0,1,"Former GC judge",0,0,2004-05-01,2016-08-31,NA,NA,2004-05-01,2016-08-31,NA,NA,NA,NA
204,"J1902",1301,"Endre Juhász","Endre","Juhász","Juhasz","Juhász","Juhasz",19,"Hungary","HU",1944,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,2004-05-11,2021-10-07,2004-05-11,2021-10-07,NA,NA,NA,NA,NA,NA
205,"J1903",1303,"Zoltán Csehi","Zoltán","Csehi","Csehi","Csehi","Csehi",19,"Hungary","HU",1965,2,"Male",0,1,1,0,0,2,"Current CJ judge; Former GC judge",1,0,2016-04-13,NA,2021-10-07,NA,2016-04-13,2021-10-07,NA,NA,NA,NA
206,"J1904",1304,"Barna Berke","Barna","Berke","Berke","Berke","Berke",19,"Hungary","HU",1966,2,"Male",0,0,1,0,0,1,"Former GC judge",0,0,2016-09-19,2021-08-01,NA,NA,2016-09-19,2021-08-01,NA,NA,NA,NA
207,"J2001",1602,"Ingrida Labucka","Ingrida","Labucka","Labucka","Labucka","Labucka",20,"Latvia","LV",1963,1,"Female",1,0,1,0,0,1,"Former GC judge",0,0,2004-05-01,2020-02-25,NA,NA,2004-05-01,2020-02-25,NA,NA,NA,NA
208,"J2002",1601,"Egils Levits","Egils","Levits","Levits","Levits","Levits",20,"Latvia","LV",1955,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,2004-05-01,2019-06-17,2004-05-01,2019-06-17,NA,NA,NA,NA,NA,NA
209,"J2003",1603,"Inga Reine","Inga","Reine","Reine","Reine","Reine",20,"Latvia","LV",1975,1,"Female",1,0,1,0,0,1,"Current GC judge",1,0,2016-06-08,NA,NA,NA,2016-06-08,NA,NA,NA,NA,NA
210,"J2004",NA,"Pēteris Zilgalvis","Pēteris","Zilgalvis","Zilgalvis","Zilgalvis","Zilgalvis",20,"Latvia","LV",1964,2,"Male",0,0,1,0,0,1,"Current GC judge",1,0,2021-09-27,NA,NA,NA,2021-09-27,NA,NA,NA,NA,NA
211,"J2005",NA,"Laila Medina","Laila","Medina","Medina","Medina","Medina",20,"Latvia","LV",1971,1,"Female",1,0,0,0,1,1,"Current AG",1,0,2021-10-07,NA,2021-10-07,NA,NA,NA,NA,NA,NA,NA
212,"J2006",NA,"Ineta Ziemele","Ineta","Ziemele","Ziemele","Ziemele","Ziemele",20,"Latvia","LV",1970,1,"Female",1,1,0,0,0,1,"Current CJ judge",1,0,2021-10-07,NA,2021-10-07,NA,NA,NA,NA,NA,NA,NA
213,"J2101",1701,"Pranas Kūris","Pranas","Kūris","Kuris","Kūris","Kuris",21,"Lithuania","LT",1938,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,2004-05-01,2012-10-06,2004-05-01,2012-10-06,NA,NA,NA,NA,NA,NA
214,"J2102",1702,"Vilenas Vadapalas","Vilenas","Vadapalas","Vadapalas","Vadapalas","Vadapalas",21,"Lithuania","LT",1954,2,"Male",0,0,1,0,0,1,"Former GC judge",0,0,2004-05-01,2013-08-31,NA,NA,2004-05-01,2013-08-31,NA,NA,NA,NA
215,"J2103",1703,"Egidijus Jarašiūnas","Egidijus","Jarašiūnas","Jarasiunas","Jarašiūnas","Jarasiunas",21,"Lithuania","LT",1952,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,2010-10-06,2018-10-08,2010-10-06,2018-10-08,NA,NA,NA,NA,NA,NA
216,"J2104",1704,"Egidijus Bieliūnas","Egidijus","Bieliūnas","Bieliunas","Bieliūnas","Bieliunas",21,"Lithuania","LT",1950,2,"Male",0,0,1,0,0,1,"Former GC judge",0,0,2013-09-01,2019-09-26,NA,NA,2013-09-01,2019-09-26,NA,NA,NA,NA
217,"J2105",1705,"Virgilijus Valančius","Virgilijus","Valančius","Valancius","Valančius","Valancius",21,"Lithuania","LT",1963,2,"Male",0,0,1,0,0,1,"Current GC judge",1,0,2016-04-13,NA,NA,NA,2016-04-13,NA,NA,NA,NA,NA
218,"J2106",1706,"Irmantas Jarukaitis","Irmantas","Jarukaitis","Jarukaitis","Jarukaitis","Jarukaitis",21,"Lithuania","LT",1973,2,"Male",0,1,0,0,0,1,"Current CJ judge",1,0,2018-10-07,NA,2018-10-07,NA,NA,NA,NA,NA,NA,NA
219,"J2107",1707,"Rimvydas Norkus","Rimvydas","Norkus","Norkus","Norkus","Norkus",21,"Lithuania","LT",1979,2,"Male",0,0,1,0,0,1,"Current GC judge",1,0,2019-09-26,NA,NA,NA,2019-09-26,NA,NA,NA,NA,NA
220,"J2201",1901,"Anthony Borg Barthet","Anthony","Borg Barthet","Borg Barthet","Borg Barthet","Borg Barthet",22,"Malta","MT",1947,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,2004-05-01,2018-10-08,2004-05-01,2018-10-08,NA,NA,NA,NA,NA,NA
221,"J2202",1902,"Ena Cremona","Ena","Cremona","Cremona","Cremona","Cremona",22,"Malta","MT",1936,1,"Female",1,0,1,0,0,1,"Former GC judge",0,0,2004-05-01,2012-09-22,NA,NA,2004-05-01,2012-09-22,NA,NA,NA,NA
222,"J2203",1903,"Eugène Buttigieg","Eugène","Buttigieg","Buttigieg","Buttigieg","Buttigieg",22,"Malta","MT",1961,2,"Male",0,0,1,0,0,1,"Current GC judge",1,0,2012-09-22,NA,NA,NA,2012-09-22,NA,NA,NA,NA,NA
223,"J2204",1904,"Peter George Xuereb","Peter George","Xuereb","Xuereb","Xuereb","Xuereb",22,"Malta","MT",1954,2,"Male",0,1,1,0,0,2,"Current CJ judge; Former GC judge",1,0,2016-04-13,NA,2018-10-08,NA,2016-04-13,2018-10-08,NA,NA,NA,NA
224,"J2205",1905,"Ramona Frendo","Ramona","Frendo","Frendo","Frendo","Frendo",22,"Malta","MT",1971,1,"Female",1,0,1,0,0,1,"Current GC judge",1,0,2019-03-20,NA,NA,NA,2019-03-20,NA,NA,NA,NA,NA
225,"J2301",2101,"Jerzy Makarczyk","Jerzy","Makarczyk","Makarczyk","Makarczyk","Makarczyk",23,"Poland","PL",1938,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,2004-05-01,2009-10-06,2004-05-01,2009-10-06,NA,NA,NA,NA,NA,NA
226,"J2302",2102,"Irena Wiszniewska-Białecka","Irena","Wiszniewska-Białecka","Wiszniewska-Bialecka","Wiszniewska-Białecka","Wiszniewska-Bialecka",23,"Poland","PL",1957,1,"Female",1,0,1,0,0,1,"Former GC judge",0,0,2004-05-01,2016-09-19,NA,NA,2004-05-01,2016-09-19,NA,NA,NA,NA
227,"J2303",2107,"Irena Boruta","Irena","Boruta","Boruta","Boruta","Boruta",23,"Poland","PL",1950,1,"Female",1,0,0,1,0,1,"Former CST judge",0,0,2005-10-06,2013-10-07,NA,NA,NA,NA,2005-10-06,2013-10-07,NA,NA
228,"J2304",2103,"Marek Safjan","Marek","Safjan","Safjan","Safjan","Safjan",23,"Poland","PL",1949,2,"Male",0,1,0,0,0,1,"Current CJ judge",1,0,2009-10-07,NA,2009-10-07,NA,NA,NA,NA,NA,NA,NA
229,"J2305",2106,"Maciej Szpunar","Maciej","Szpunar","Szpunar","Szpunar","Szpunar",23,"Poland","PL",1971,2,"Male",0,0,0,0,1,1,"Current AG",1,0,2013-10-23,NA,NA,NA,NA,NA,NA,NA,2013-10-23,NA
230,"J2306",2104,"Nina Półtorak","Nina","Półtorak","Poltorak","Półtorak","Poltorak",23,"Poland","PL",1971,1,"Female",1,0,1,0,0,1,"Current GC judge",1,0,2016-04-13,NA,NA,NA,2016-04-13,NA,NA,NA,NA,NA
231,"J2307",2105,"Krystyna Kowalik-Bańczyk","Krystyna","Kowalik-Bańczyk","Kowalik-Banczyk","Kowalik-Bańczyk","Kowalik-Banczyk",23,"Poland","PL",1976,2,"Male",0,0,1,0,0,1,"Current GC judge",1,0,2016-09-01,NA,NA,NA,2016-09-01,NA,NA,NA,NA,NA
232,"J2401",2401,"Ján Klučka","Ján","Klučka","Klucka","Klučka","Klucka",24,"Slovakia","SK",1951,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,2004-05-01,2009-10-06,2004-05-01,2009-10-06,NA,NA,NA,NA,NA,NA
233,"J2402",2402,"Daniel Šváby","Daniel","Šváby","Svaby","Šváby","Svaby",24,"Slovakia","SK",1951,2,"Male",0,1,1,0,0,2,"Former CJ judge; Former GC judge",0,0,2004-05-12,2021-10-07,2009-10-07,2021-10-07,2004-05-12,2009-10-06,NA,NA,NA,NA
234,"J2403",2404,"Ján Mazák","Ján","Mazák","Mazak","Mazák","Mazak",24,"Slovakia","SK",1954,2,"Male",0,0,0,0,1,1,"Former AG",0,0,2006-10-07,2012-10-08,NA,NA,NA,NA,NA,NA,2006-10-07,2012-10-08
235,"J2404",2403,"Juraj Schwarcz","Juraj","Schwarcz","Schwarcz","Schwarcz","Schwarcz",24,"Slovakia","SK",1952,2,"Male",0,0,1,0,0,1,"Current GC judge",1,0,2009-10-07,NA,NA,NA,2009-10-07,NA,NA,NA,NA,NA
236,"J2405",NA,"Miroslav Gavalec","Miroslav","Gavalec","Gavalec","Gavalec","Gavalec",24,"Slovakia","SK",1961,2,"Male",0,1,0,0,0,1,"Current CJ judge",1,0,2021-10-07,NA,2021-10-07,NA,NA,NA,NA,NA,NA,NA
237,"J2501",2501,"Marko Ilešič","Marko","Ilešič","Ilesic","Ilešič","Ilesic",25,"Slovenia","SI",1947,2,"Male",0,1,0,0,0,1,"Current CJ judge",1,0,2004-05-01,NA,2004-05-01,NA,NA,NA,NA,NA,NA,NA
238,"J2502",2502,"Verica Trstenjak","Verica","Trstenjak","Trstenjak","Trstenjak","Trstenjak",25,"Slovenia","SI",1962,2,"Male",0,0,1,0,1,2,"Former GC judge; Former AG",0,0,2004-07-01,2012-11-28,NA,NA,2004-07-01,2006-10-06,NA,NA,2006-10-07,2012-11-28
239,"J2503",2503,"Miro Prek","Miro","Prek","Prek","Prek","Prek",25,"Slovenia","SI",1956,2,"Male",0,0,1,0,0,1,"Former GC judge",0,0,2006-10-06,2019-09-26,NA,NA,2006-10-06,2019-09-26,NA,NA,NA,NA
240,"J2504",NA,"Maja Brkan","Maja","Brkan","Brkan","Brkan","Brkan",25,"Slovenia","SI",1979,1,"Female",1,0,1,0,0,1,"Current GC judge",1,0,2021-07-06,NA,NA,NA,2021-07-06,NA,NA,NA,NA,NA
241,"J2601",301,"Alexander Arabadjiev","Alexander","Arabadjiev","Arabadjiev","Arabadjiev","Arabadjiev",26,"Bulgaria","BG",1949,2,"Male",0,1,0,0,0,1,"Current CJ judge",1,0,2007-01-01,NA,2007-01-01,NA,NA,NA,NA,NA,NA,NA
242,"J2602",302,"Teodor Tchipev","Teodor","Tchipev","Tchipev","Tchipev","Tchipev",26,"Bulgaria","BG",1940,2,"Male",0,0,1,0,0,1,"Former GC judge",0,0,2007-09-01,2011-09-12,NA,NA,2007-09-01,2011-09-12,NA,NA,NA,NA
243,"J2603",303,"Mariyana Kancheva","Mariyana","Kancheva","Kancheva","Kancheva","Kancheva",26,"Bulgaria","BG",1958,1,"Female",1,0,1,0,0,1,"Current GC judge",1,0,2011-09-12,NA,NA,NA,2011-09-12,NA,NA,NA,NA,NA
244,"J2604",304,"Alexander Kornezov","Alexander","Kornezov","Kornezov","Kornezov","Kornezov",26,"Bulgaria","BG",1978,2,"Male",0,0,1,1,0,2,"Current GC judge; Former CST judge",1,0,2016-04-13,NA,NA,NA,2016-09-01,NA,2016-04-13,2016-08-31,NA,NA
245,"J2605",305,"Evgeni Tanchev","Evgeni","Tanchev","Tanchev","Tanchev","Tanchev",26,"Bulgaria","BG",1952,2,"Male",0,0,0,0,1,1,"Former AG",0,0,2016-09-19,2021-10-07,NA,NA,NA,NA,NA,NA,2016-09-19,2021-10-07
246,"J2701",2302,"Valeriu Ciucă","Valeriu","Ciucă","Ciuca","Ciucă","Ciuca",27,"Romania","RO",1960,2,"Male",0,0,1,0,0,1,"Former GC judge",0,0,2007-01-01,2010-11-26,NA,NA,2007-01-01,2010-11-26,NA,NA,NA,NA
247,"J2702",2301,"Camelia Toader","Camelia","Toader","Toader","Toader","Toader",27,"Romania","RO",1963,1,"Female",1,1,0,0,0,1,"Former CJ judge",0,0,2007-01-12,2021-10-07,2007-01-12,2021-10-07,NA,NA,NA,NA,NA,NA
248,"J2703",2303,"Andrei Popescu","Andrei","Popescu","Popescu","Popescu","Popescu",27,"Romania","RO",1948,2,"Male",0,0,1,0,0,1,"Former GC judge",0,0,2010-11-26,2016-08-31,NA,NA,2010-11-26,2016-08-31,NA,NA,NA,NA
249,"J2704",2304,"Octavia Spineanu-Matei","Octavia","Spineanu-Matei","Spineanu-Matei","Spineanu-Matei","Spineanu-Matei",27,"Romania","RO",1967,1,"Female",1,1,1,0,0,2,"Current CJ judge; Former GC judge",1,0,2016-09-19,NA,2021-10-07,NA,2016-09-19,2021-10-07,NA,NA,NA,NA
250,"J2705",2305,"Mirela Stancu","Mirela","Stancu","Stancu","Stancu","Stancu",27,"Romania","RO",1974,1,"Female",1,0,1,0,0,1,"Current GC judge",1,0,2019-09-01,NA,NA,NA,2019-09-01,NA,NA,NA,NA,NA
251,"J2801",401,"Siniša Rodin","Siniša","Rodin","Rodin","Rodin","Rodin",28,"Croatia","HR",1965,2,"Male",0,1,0,0,0,1,"Current CJ judge",1,0,2013-07-01,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA
252,"J2802",402,"Vesna Tomljenović","Vesna","Tomljenović","Tomljenovic","Tomljenović","Tomljenovic",28,"Croatia","HR",1956,1,"Female",1,0,1,0,0,1,"Current GC judge",1,0,2013-07-01,NA,NA,NA,2013-07-01,NA,NA,NA,NA,NA
253,"J2803",403,"Tamara Perišin","Tamara","Perišin","Perisin","Perišin","Perisin",28,"Croatia","HR",1979,1,"Female",1,0,1,0,0,1,"Current GC judge",1,0,2019-09-26,NA,NA,NA,2019-09-26,NA,NA,NA,NA,NA
254,"J2804",NA,"Tamara Ćapeta","Tamara","Ćapeta","Capeta","Ćapeta","Capeta",28,"Croatia","HR",1967,1,"Female",1,0,0,0,1,1,"Current AG",1,0,2021-10-07,NA,2021-10-07,NA,NA,NA,NA,NA,NA,NA
