key_id,old_judge_id,judge_id,full_name,first_name,last_name,last_name_latin,member_state_id,member_state,member_state_code,birth_year,gender_id,gender,female,judge_court_of_justice,judge_general_court,judge_civil_service_tribunal,advocate_general,count_positions,status,non_consecutive,start_date,end_date,start_date_court_of_justice,end_date_court_of_justice,start_date_general_court,end_date_general_court,start_date_civil_service_tribunal,end_date_civil_service_tribunal,start_date_advocate_general,end_date_advocate_general
115,1411,813,Eugene Regan,Eugene,Regan,Regan,8,Ireland,IE,1952,2,Male,0,1,0,0,0,1,Current CJ judge,0,2015-10-07,present,2015-10-07,present,,,,,,
116,1412,814,Colm Mac Eochaidh,Colm,Mac Eochaidh,Mac Eochaidh,8,Ireland,IE,1963,2,Male,0,0,1,0,0,1,Current GC judge,0,2017-06-08,present,,,2017-06-08,present,,,,
117,1413,815,Gerard Hogan,Gerard,Hogan,Hogan,8,Ireland,IE,1958,2,Male,0,0,0,0,1,1,Former AG,0,2018-10-08,2021-10-07,,,,,,,2018-10-08,2021-10-07
118,2801,901,Alexander Mackenzie Stuart,Alexander,Mackenzie Stuart,Mackenzie Stuart,9,United Kingdom,UK,1924,2,Male,0,1,0,0,0,1,Former CJ judge,0,1973-01-01,1988-10-06,1973-01-01,1988-10-06,,,,,,
119,2809,902,Jean-Pierre Warner,Jean-Pierre,Warner,Warner,9,United Kingdom,UK,1924,2,Male,0,0,0,0,1,1,Former AG,0,1973-01-09,1981-02-26,,,,,,,1973-01-09,1981-02-26
120,2802,903,Gordon Slynn,Gordon,Slynn,Slynn,9,United Kingdom,UK,1930,2,Male,0,1,0,0,1,2,Former CJ judge; Former AG,0,1981-02-26,1992-03-10,1988-10-07,1992-03-10,,,,,1981-02-26,1988-10-06
121,2810,904,Francis Geoffrey Jacobs,Francis Geoffrey,Jacobs,Jacobs,9,United Kingdom,UK,1939,2,Male,0,0,0,0,1,1,Former AG,0,1988-10-07,2006-01-10,,,,,,,1988-10-07,2006-01-10
122,2803,905,David Alexander Ogilvy Edward,David Alexander Ogilvy,Edward,Edward,9,United Kingdom,UK,1934,2,Male,0,1,1,0,0,2,Former CJ judge; Former GC judge,0,1989-09-25,2004-01-07,1992-03-10,2004-01-07,1989-09-25,1992-03-09,,,,
123,2804,906,Christopher William Bellamy,Christopher William,Bellamy,Bellamy,9,United Kingdom,UK,1946,2,Male,0,0,1,0,0,1,Former GC judge,0,1992-03-10,1999-12-15,,,1992-03-10,1999-12-15,,,,
124,2805,907,Nicholas James Forwood,Nicholas James,Forwood,Forwood,9,United Kingdom,UK,1948,2,Male,0,0,1,0,0,1,Former GC judge,0,1999-12-02,2015-10-01,,,1999-12-02,2015-10-01,,,,
125,2806,908,Konrad Hermann Theodor Schiemann,Konrad Hermann Theodor,Schiemann,Schiemann,9,United Kingdom,UK,1937,2,Male,0,1,0,0,0,1,Former CJ judge,0,2004-01-01,2012-10-06,2004-01-01,2012-10-06,,,,,,
126,2812,909,Paul John Mahoney,Paul John,Mahoney,Mahoney,9,United Kingdom,UK,1946,2,Male,0,0,0,1,0,1,Former CST judge,0,2005-10-06,2011-10-06,,,,,2005-10-06,2011-10-06,,
127,2811,910,Eleanor Sharpston,Eleanor,Sharpston,Sharpston,9,United Kingdom,UK,1955,1,Female,1,0,0,0,1,1,Former AG,0,2006-01-11,2020-09-10,,,,,,,2006-01-11,2020-09-10
128,2807,911,Christopher Vajda,Christopher,Vajda,Vajda,9,United Kingdom,UK,1955,2,Male,0,1,0,0,0,1,Former CJ judge,0,2012-10-07,2020-01-31,2012-10-07,2020-01-31,,,,,,
129,2808,912,Ian Stewart Forrester,Ian Stewart,Forrester,Forrester,9,United Kingdom,UK,1945,2,Male,0,0,1,0,0,1,Former GC judge,0,2015-10-01,2020-01-31,,,2015-10-01,2020-01-31,,,,
130,1201,1001,Alexandros Chloros,Alexandros,Chloros,Chloros,10,Greece,EL,1926,2,Male,0,1,0,0,0,1,Former CJ judge,0,1981-01-01,1982-11-16,1981-01-01,1982-11-16,,,,,,
131,1202,1002,Constantinos Kakouris,Constantinos,Kakouris,Kakouris,10,Greece,EL,1919,2,Male,0,1,0,0,0,1,Former CJ judge,0,1983-02-16,1997-10-06,1983-02-16,1997-10-06,,,,,,
132,1203,1003,Christos Yeraris,Christos,Yeraris,Yeraris,10,Greece,EL,1938,2,Male,0,0,1,0,0,1,Former GC judge,0,1989-09-01,1992-08-31,,,1989-09-01,1992-08-31,,,,
133,1204,1004,Andreas Kalogeropoulos,Andreas,Kalogeropoulos,Kalogeropoulos,10,Greece,EL,1944,2,Male,0,0,1,0,0,1,Former GC judge,0,1992-09-18,1998-08-31,,,1992-09-18,1998-08-31,,,,
134,1210,1005,Georges Cosmas,Georges,Cosmas,Cosmas,10,Greece,EL,1932,2,Male,0,0,0,0,1,1,Former AG,0,1994-10-07,2000-10-06,,,,,,,1994-10-07,2000-10-06
135,1205,1006,Krateros Ioannou,Krateros,Ioannou,Ioannou,10,Greece,EL,1935,2,Male,0,1,0,0,0,1,Former CJ judge,0,1997-10-07,1999-03-10,1997-10-07,1999-03-10,,,,,,
136,1206,1007,Michail Vilaras,Michail,Vilaras,Vilaras,10,Greece,EL,1950,2,Male,0,1,1,0,0,2,Former CJ judge; Former GC judge,1,1998-09-01,2021-10-07,2015-10-07,2021-10-07,1998-09-01,2010-09-01,,,,
137,1207,1008,Vassilios Skouris,Vassilios,Skouris,Skouris,10,Greece,EL,1948,2,Male,0,1,0,0,0,1,Former CJ judge,0,1999-05-26,2015-10-06,1999-05-26,2015-10-06,,,,,,
138,1211,1009,Haris Tagaras,Haris,Tagaras,Tagaras,10,Greece,EL,1955,2,Male,0,0,0,1,0,1,Former CST judge,0,2005-10-06,2011-10-06,,,,,2005-10-06,2011-10-06,,
139,1208,1010,Dimitrios Gratsias,Dimitrios,Gratsias,Gratsias,10,Greece,EL,1957,2,Male,0,1,1,0,0,2,Current CJ judge; Former GC judge,0,2010-10-25,present,2021-10-07,present,2010-10-25,2021-10-07,,,,
140,1209,1011,Constantinos Iliopoulos,Constantinos,Iliopoulos,Iliopoulos,10,Greece,EL,1948,2,Male,0,0,1,0,0,1,Current GC judge,0,2016-04-13,present,,,2016-04-13,present,,,,
141,1212,1012,Athanasios Rantos,Athanasios,Rantos,Rantos,10,Greece,EL,1953,2,Male,0,0,0,0,1,1,Current AG,0,2020-09-10,present,,,,,,,2020-09-10,present
142,2202,1101,José Luis da Cruz Vilaça,José Luis,da Cruz Vilaça,da Cruz Vilaca,11,Portugal,PT,1944,2,Male,0,1,1,0,1,3,Former CJ judge; Former GC judge; Former AG,1,1986-01-01,2018-10-08,2012-10-08,2018-10-08,1989-09-01,1995-08-31,,,1986-01-01,1988-10-06
143,2201,1102,José Carlos de Carvalho Moitinho de Almeida,José Carlos,de Carvalho Moitinho de Almeida,de Carvalho Moitinho de Almeida,11,Portugal,PT,1936,2,Male,0,1,0,0,0,1,Former CJ judge,0,1986-01-01,2000-10-06,1986-01-01,2000-10-06,,,,,,
144,2203,1103,Rui Manuel Gens de Moura Ramos,Rui Manuel,Gens de Moura Ramos,Gens de Moura Ramos,11,Portugal,PT,1950,2,Male,0,0,1,0,0,1,Former GC judge,0,1995-09-18,2003-03-31,,,1995-09-18,2003-03-31,,,,
145,2204,1104,José Narciso da Cunha Rodrigues,José Narciso,da Cunha Rodrigues,da Cunha Rodrigues,11,Portugal,PT,1940,2,Male,0,1,0,0,0,1,Former CJ judge,0,2000-10-07,2012-10-06,2000-10-07,2012-10-06,,,,,,
146,2205,1105,Maria Eugénia Martins de Nazaré Ribeiro,Maria Eugénia,Martins de Nazaré Ribeiro,Martins de Nazare Ribeiro,11,Portugal,PT,1956,1,Female,1,0,1,0,0,1,Former GC judge,0,2003-04-01,2016-08-31,,,2003-04-01,2016-08-31,,,,
147,2209,1106,Luís Miguel Poiares Pessoa Maduro,Luís Miguel,Poiares Pessoa Maduro,Poiares Pessoa Maduro,11,Portugal,PT,1967,2,Male,0,0,0,0,1,1,Former AG,0,2003-10-07,2009-10-06,,,,,,,2003-10-07,2009-10-06
148,2210,1107,João Sant'Anna,João,Sant'Anna,Sant'Anna,11,Portugal,PT,1957,2,Male,0,0,0,1,0,1,Former CST judge,0,2016-04-13,2016-08-31,,,,,2016-04-13,2016-08-31,,
149,2207,1108,Maria José Costeira,Maria José,Costeira,Costeira,11,Portugal,PT,1967,1,Female,1,0,1,0,0,1,Current GC judge,0,2016-09-19,present,,,2016-09-19,present,,,,
150,2206,1109,Ricardo da Silva Passos,Ricardo,da Silva Passos,da Silva Passos,11,Portugal,PT,1953,2,Male,0,0,1,0,0,1,Current GC judge,0,2016-09-19,present,,,2016-09-19,present,,,,
151,2208,1110,Nuno José Cardoso da Silva Piçarra,Nuno José,Cardoso da Silva Piçarra,Cardoso da Silva Picarra,11,Portugal,PT,1957,2,Male,0,1,0,0,0,1,Current CJ judge,0,2018-10-07,present,2018-10-07,present,,,,,,
152,2601,1201,Gil Carlos Rodrìguez Iglesias,Gil Carlos,Rodrìguez Iglesias,Rodriguez Iglesias,12,Spain,ES,1946,2,Male,0,1,0,0,0,1,Former CJ judge,0,1986-01-01,2003-10-06,1986-01-01,2003-10-06,,,,,,
153,2602,1202,Manuel Diez de Velasco,Manuel,Diez de Velasco,Diez de Velasco,12,Spain,ES,1926,2,Male,0,1,0,0,0,1,Former CJ judge,0,1988-10-07,1994-10-06,1988-10-07,1994-10-06,,,,,,
154,2603,1203,Rafael García-Valdecasas y Fernández,Rafael,García-Valdecasas y Fernández,Garcia-Valdecasas y Fernandez,12,Spain,ES,1946,2,Male,0,0,1,0,0,1,Former GC judge,0,1989-09-01,2007-08-31,,,1989-09-01,2007-08-31,,,,
155,2608,1204,Dámaso Ruiz-Jarabo Colomer,Dámaso,Ruiz-Jarabo Colomer,Ruiz-Jarabo Colomer,12,Spain,ES,1949,2,Male,0,0,0,0,1,1,Former AG,0,1995-01-19,2009-11-12,,,,,,,1995-01-19,2009-11-12
156,2604,1205,Rosario Silva de Lapuerta,Rosario,Silva de Lapuerta,Silva de Lapuerta,12,Spain,ES,1954,1,Female,1,1,0,0,0,1,Former CJ judge,0,2003-10-07,2021-10-07,2003-10-07,2021-10-07,,,,,,
157,2605,1206,Santiago Soldevila Fragoso,Santiago,Soldevila Fragoso,Soldevila Fragoso,12,Spain,ES,1960,2,Male,0,0,1,0,0,1,Former GC judge,0,2007-09-01,2013-08-31,,,2007-09-01,2013-08-31,,,,
158,2611,1207,Maria Isabel Rofes i Pujol,Maria Isabel,Rofes i Pujol,Rofes i Pujol,12,Spain,ES,1956,1,Female,1,0,0,1,0,1,Former CST judge,0,2009-10-07,2016-04-13,,,,,2009-10-07,2016-04-13,,
159,2609,1208,Pedro Cruz Villalón,Pedro,Cruz Villalón,Cruz Villalon,12,Spain,ES,1946,2,Male,0,0,0,0,1,1,Former AG,0,2009-12-14,2015-10-07,,,,,,,2009-12-14,2015-10-07
160,2606,1209,Ignacio Ulloa Rubio,Ignacio,Ulloa Rubio,Ulloa Rubio,12,Spain,ES,1967,2,Male,0,0,1,0,0,1,Former GC judge,0,2013-09-01,2019-09-26,,,2013-09-01,2019-09-26,,,,
161,2610,1210,Manuel Campos Sánchez-Bordona,Manuel,Campos Sánchez-Bordona,Campos Sanchez-Bordona,12,Spain,ES,1950,2,Male,0,0,0,0,1,1,Current AG,0,2015-10-07,present,,,,,,,2015-10-07,present
162,2607,1211,Leopoldo Calvo-Sotelo Ibáñez-Martín,Leopoldo,Calvo-Sotelo Ibáñez-Martín,Calvo-Sotelo Ibanez-Martin,12,Spain,ES,1957,2,Male,0,0,1,0,0,1,Former GC judge,0,2016-04-13,2019-09-26,,,2016-04-13,2019-09-26,,,,
163,,1212,José Martín y Pérez de Nanclares,José,Martín y Pérez de Nanclares,Martin y Perez de Nanclares,12,Spain,ES,1965,2,Male,0,0,1,0,0,1,Current GC judge,0,2019-09-26,present,,,2019-09-26,present,,,,
164,2612,1213,Miguel Sampol Pucurull,Miguel,Sampol Pucurull,Sampol Pucurull,12,Spain,ES,1974,2,Male,0,0,1,0,0,1,Current GC judge,0,2019-09-26,present,,,2019-09-26,present,,,,
165,,1214,Maria Lourdes Arastey Sahún,Maria,Lourdes Arastey Sahún,Lourdes Arastey Sahun,12,Spain,ES,1959,1,Female,1,1,0,0,0,1,Current CJ judge,0,2021-10-07,present,2021-10-07,present,,,,,,
166,102,1301,Josef Azizi,Josef,Azizi,Azizi,13,Austria,AT,1948,2,Male,0,0,1,0,0,1,Former GC judge,0,1995-01-01,2013-09-01,,,1995-01-01,2013-09-01,,,,
167,101,1302,Peter Jann,Peter,Jann,Jann,13,Austria,AT,1935,2,Male,0,1,0,0,0,1,Former CJ judge,0,1995-01-01,2009-10-06,1995-01-01,2009-10-06,,,,,,
168,105,1303,Christine Stix-Hackl,Christine,Stix-Hackl,Stix-Hackl,13,Austria,AT,1957,1,Female,1,0,0,0,1,1,Former AG,0,2000-10-07,2006-10-06,,,,,,,2000-10-07,2006-10-06
169,103,1304,Maria Berger,Maria,Berger,Berger,13,Austria,AT,1956,1,Female,1,1,0,0,0,1,Former CJ judge,0,2009-10-07,2019-03-20,2009-10-07,2019-03-20,,,,,,
170,104,1305,Viktor Kreuschitz,Viktor,Kreuschitz,Kreuschitz,13,Austria,AT,1952,2,Male,0,0,1,0,0,1,Current GC judge,0,2013-09-01,present,,,2013-09-01,present,,,,
171,106,1306,Andreas Kumin,Andreas,Kumin,Kumin,13,Austria,AT,1965,2,Male,0,1,0,0,0,1,Current CJ judge,0,2019-03-20,present,2019-03-20,present,,,,,,
172,107,1307,Gerhard Hesse,Gerhard,Hesse,Hesse,13,Austria,AT,1970,2,Male,0,0,1,0,0,1,Current GC judge,0,2019-09-26,present,,,2019-09-26,present,,,,
173,901,1401,Leif Sevón,Leif,Sevón,Sevon,14,Finland,FI,1941,2,Male,0,1,0,0,0,1,Former CJ judge,0,1995-01-01,2002-01-16,1995-01-01,2002-01-16,,,,,,
174,902,1402,Virpi Tiili,Virpi,Tiili,Tiili,14,Finland,FI,1942,1,Female,1,0,1,0,0,1,Former GC judge,0,1995-01-01,2009-09-01,,,1995-01-01,2009-09-01,,,,
175,903,1403,Allan Rosas,Allan,Rosas,Rosas,14,Finland,FI,1948,2,Male,0,1,0,0,0,1,Former CJ judge,0,2002-01-17,2019-10-07,2002-01-17,2019-10-07,,,,,,
176,904,1404,Heikki Kanninen,Heikki,Kanninen,Kanninen,14,Finland,FI,1952,2,Male,0,0,1,1,0,2,Current GC judge; Former CST judge,0,2005-10-06,present,,,2009-09-01,present,2005-10-06,2009-10-06,,
177,905,1405,Niilo Jääskinen,Niilo,Jääskinen,Jaaskinen,14,Finland,FI,1958,2,Male,0,1,0,0,1,2,Current CJ judge; Former AG,1,2009-10-07,present,2019-10-07,present,,,,,2009-10-07,2015-10-07
178,906,1406,Tuula Riitta Pynnä,Tuula Riitta,Pynnä,Pynna,14,Finland,FI,1958,1,Female,1,0,1,0,0,1,Current GC judge,0,2019-09-26,present,,,2019-09-26,present,,,,
179,2701,1502,Hans Ragnemalm,Hans,Ragnemalm,Ragnemalm,15,Sweden,SE,1940,2,Male,0,1,0,0,0,1,Former CJ judge,0,1995-01-01,2000-10-06,1995-01-01,2000-10-06,,,,,,
180,2702,1501,Pernilla Lindh,Pernilla,Lindh,Lindh,15,Sweden,SE,1945,1,Female,1,1,1,0,0,2,Former CJ judge; Former GC judge,0,1995-01-18,2011-10-06,2006-10-07,2011-10-06,1995-01-18,2006-10-06,,,,
181,2703,1503,Stig von Bahr,Stig,von Bahr,von Bahr,15,Sweden,SE,1939,2,Male,0,1,0,0,0,1,Former CJ judge,0,2000-10-08,2006-10-06,2000-10-08,2006-10-06,,,,,,
182,2704,1504,Nils Wahl,Nils,Wahl,Wahl,15,Sweden,SE,1961,2,Male,0,1,1,0,1,3,Current CJ judge; Former GC judge; Former AG,1,2006-10-06,present,2019-10-07,present,2006-10-06,2012-11-28,,,2012-11-28,2019-02-06
183,2705,1505,Carl Gustav Fernlund,Carl Gustav,Fernlund,Fernlund,15,Sweden,SE,1950,2,Male,0,1,0,0,0,1,Former CJ judge,0,2011-10-06,2019-10-07,2011-10-06,2019-10-07,,,,,,
184,2706,1506,Carl Wetter,Carl,Wetter,Wetter,15,Sweden,SE,1949,2,Male,0,0,1,0,0,1,Former GC judge,0,2013-03-18,2016-09-19,,,2013-03-18,2016-09-19,,,,
185,2707,1507,Fredrik Schalin,Fredrik,Schalin,Schalin,15,Sweden,SE,1964,2,Male,0,0,1,0,0,1,Current GC judge,0,2016-06-08,present,,,2016-06-08,present,,,,
186,2708,1508,Ulf Christophe Öberg,Ulf Christophe,Öberg,Oberg,15,Sweden,SE,1966,2,Male,0,0,1,0,0,1,Current GC judge,0,2016-09-19,present,,,2016-09-19,present,,,,
187,501,1601,George Arestis,George,Arestis,Arestis,16,Cyprus,CY,1945,2,Male,0,1,0,0,0,1,Former CJ judge,0,2004-05-01,2014-10-06,2004-05-01,2014-10-06,,,,,,
188,502,1602,Savvas Papasavvas,Savvas,Papasavvas,Papasavvas,16,Cyprus,CY,1969,2,Male,0,0,1,0,0,1,Current GC judge,0,2004-05-01,present,,,2004-05-01,present,,,,
189,503,1603,Constantinos Lycourgos,Constantinos,Lycourgos,Lycourgos,16,Cyprus,CY,1964,2,Male,0,1,0,0,0,1,Current CJ judge,0,2014-10-07,present,2014-10-07,present,,,,,,
190,504,1604,Anna Marcoulli,Anna,Marcoulli,Marcoulli,16,Cyprus,CY,1978,1,Female,1,0,1,0,0,1,Current GC judge,0,2016-04-13,present,,,2016-04-13,present,,,,
191,,1605,Nicholas Emiliou,Nicholas,Emiliou,Emiliou,16,Cyprus,CY,1963,2,Male,0,0,0,0,1,1,Current AG,0,2021-10-07,present,2021-10-07,present,,,,,,
192,601,1701,Jiří Malenovský,Jiří,Malenovský,Malenovsky,17,Czech Republic,CZ,1950,2,Male,0,1,0,0,0,1,Former CJ judge,0,2004-05-01,2020-10-06,2004-05-01,2020-10-06,,,,,,
193,602,1702,Irena Pelikánová,Irena,Pelikánová,Pelikanova,17,Czech Republic,CZ,1949,1,Female,1,0,1,0,0,1,Former GC judge,0,2004-05-01,2019-09-26,,,2004-05-01,2019-09-26,,,,
194,604,1703,Michal Bobek,Michal,Bobek,Bobek,17,Czech Republic,CZ,1977,2,Male,0,0,0,0,1,1,Former AG,0,2015-10-07,2021-10-07,,,,,,,2015-10-07,2021-10-07
195,603,1704,Jan Passer,Jan,Passer,Passer,17,Czech Republic,CZ,1974,2,Male,0,1,1,0,0,2,Current CJ judge; Former GC judge,0,2016-09-19,present,2020-10-06,present,2016-09-19,2020-10-06,,,,
196,605,1705,Petra Škvařilová-Pelzl,Petra,Škvařilová-Pelzl,Skvarilova-Pelzl,17,Czech Republic,CZ,1975,1,Female,1,0,1,0,0,1,Current GC judge,0,2019-09-26,present,,,2019-09-26,present,,,,
197,,1706,David Petrlík,David,Petrlík,Petrlik,17,Czech Republic,CZ,1978,2,Male,0,0,1,0,0,1,Current GC judge,0,2021-03-01,present,,,2021-03-01,present,,,,
198,801,1802,Uno Lõhmus,Uno,Lõhmus,Lohmus,18,Estonia,EE,1952,2,Male,0,1,0,0,0,1,Former CJ judge,0,2004-05-01,2013-10-06,2004-05-01,2013-10-06,,,,,,
199,803,1801,Küllike Jürimäe,Küllike,Jürimäe,Jurimae,18,Estonia,EE,1962,1,Female,1,1,1,0,0,2,Current CJ judge; Former GC judge,0,2004-05-12,present,2013-10-23,present,2004-05-12,2013-10-23,,,,
200,804,1803,Lauri Madise,Lauri,Madise,Madise,18,Estonia,EE,1974,2,Male,0,0,1,0,0,1,Current GC judge,0,2013-10-06,present,,,2013-10-06,present,,,,
201,805,1804,Priit Pikamäe,Priit,Pikamäe,Pikamae,18,Estonia,EE,1973,2,Male,0,0,0,0,1,1,Current AG,0,2019-02-06,present,,,,,,,2019-02-06,present
202,806,1805,Iko Nõmm,Iko,Nõmm,Nomm,18,Estonia,EE,1977,2,Male,0,0,1,0,0,1,Current GC judge,0,2019-09-26,present,,,2019-09-26,present,,,,
203,1302,1901,Ottó Czúcz,Ottó,Czúcz,Czucz,19,Hungary,HU,1946,2,Male,0,0,1,0,0,1,Former GC judge,0,2004-05-01,2016-08-31,,,2004-05-01,2016-08-31,,,,
204,1301,1902,Endre Juhász,Endre,Juhász,Juhasz,19,Hungary,HU,1944,2,Male,0,1,0,0,0,1,Former CJ judge,0,2004-05-11,2021-10-07,2004-05-11,2021-10-07,,,,,,
205,1303,1903,Zoltán Csehi,Zoltán,Csehi,Csehi,19,Hungary,HU,1965,2,Male,0,1,1,0,0,2,Current CJ judge; Former GC judge,0,2016-04-13,present,2021-10-07,present,2016-04-13,2021-10-07,,,,
206,1304,1904,Barna Berke,Barna,Berke,Berke,19,Hungary,HU,1966,2,Male,0,0,1,0,0,1,Former GC judge,0,2016-09-19,2021-08-01,,,2016-09-19,2021-08-01,,,,
207,1602,2001,Ingrida Labucka,Ingrida,Labucka,Labucka,20,Latvia,LV,1963,1,Female,1,0,1,0,0,1,Former GC judge,0,2004-05-01,2020-02-25,,,2004-05-01,2020-02-25,,,,
208,1601,2002,Egils Levits,Egils,Levits,Levits,20,Latvia,LV,1955,2,Male,0,1,0,0,0,1,Former CJ judge,0,2004-05-01,2019-06-17,2004-05-01,2019-06-17,,,,,,
209,1603,2003,Inga Reine,Inga,Reine,Reine,20,Latvia,LV,1975,1,Female,1,0,1,0,0,1,Current GC judge,0,2016-06-08,present,,,2016-06-08,present,,,,
210,,2004,Pēteris Zilgalvis,Pēteris,Zilgalvis,Zilgalvis,20,Latvia,LV,1964,2,Male,0,0,1,0,0,1,Current GC judge,0,2021-09-27,present,,,2021-09-27,present,,,,
211,,2005,Laila Medina,Laila,Medina,Medina,20,Latvia,LV,1971,1,Female,1,0,0,0,1,1,Current AG,0,2021-10-07,present,2021-10-07,present,,,,,,
212,,2006,Ineta Ziemele,Ineta,Ziemele,Ziemele,20,Latvia,LV,1970,1,Female,1,1,0,0,0,1,Current CJ judge,0,2021-10-07,present,2021-10-07,present,,,,,,
213,1701,2101,Pranas Kūris,Pranas,Kūris,Kuris,21,Lithuania,LT,1938,2,Male,0,1,0,0,0,1,Former CJ judge,0,2004-05-01,2012-10-06,2004-05-01,2012-10-06,,,,,,
214,1702,2102,Vilenas Vadapalas,Vilenas,Vadapalas,Vadapalas,21,Lithuania,LT,1954,2,Male,0,0,1,0,0,1,Former GC judge,0,2004-05-01,2013-08-31,,,2004-05-01,2013-08-31,,,,
215,1703,2103,Egidijus Jarašiūnas,Egidijus,Jarašiūnas,Jarasiunas,21,Lithuania,LT,1952,2,Male,0,1,0,0,0,1,Former CJ judge,0,2010-10-06,2018-10-08,2010-10-06,2018-10-08,,,,,,
216,1704,2104,Egidijus Bieliūnas,Egidijus,Bieliūnas,Bieliunas,21,Lithuania,LT,1950,2,Male,0,0,1,0,0,1,Former GC judge,0,2013-09-01,2019-09-26,,,2013-09-01,2019-09-26,,,,
217,1705,2105,Virgilijus Valančius,Virgilijus,Valančius,Valancius,21,Lithuania,LT,1963,2,Male,0,0,1,0,0,1,Current GC judge,0,2016-04-13,present,,,2016-04-13,present,,,,
218,1706,2106,Irmantas Jarukaitis,Irmantas,Jarukaitis,Jarukaitis,21,Lithuania,LT,1973,2,Male,0,1,0,0,0,1,Current CJ judge,0,2018-10-07,present,2018-10-07,present,,,,,,
219,1707,2107,Rimvydas Norkus,Rimvydas,Norkus,Norkus,21,Lithuania,LT,1979,2,Male,0,0,1,0,0,1,Current GC judge,0,2019-09-26,present,,,2019-09-26,present,,,,
220,1901,2201,Anthony Borg Barthet,Anthony,Borg Barthet,Borg Barthet,22,Malta,MT,1947,2,Male,0,1,0,0,0,1,Former CJ judge,0,2004-05-01,2018-10-08,2004-05-01,2018-10-08,,,,,,
221,1902,2202,Ena Cremona,Ena,Cremona,Cremona,22,Malta,MT,1936,1,Female,1,0,1,0,0,1,Former GC judge,0,2004-05-01,2012-09-22,,,2004-05-01,2012-09-22,,,,
222,1903,2203,Eugène Buttigieg,Eugène,Buttigieg,Buttigieg,22,Malta,MT,1961,2,Male,0,0,1,0,0,1,Current GC judge,0,2012-09-22,present,,,2012-09-22,present,,,,
223,1904,2204,Peter George Xuereb,Peter George,Xuereb,Xuereb,22,Malta,MT,1954,2,Male,0,1,1,0,0,2,Current CJ judge; Former GC judge,0,2016-04-13,present,2018-10-08,present,2016-04-13,2018-10-08,,,,
224,1905,2205,Ramona Frendo,Ramona,Frendo,Frendo,22,Malta,MT,1971,1,Female,1,0,1,0,0,1,Current GC judge,0,2019-03-20,present,,,2019-03-20,present,,,,
225,2101,2301,Jerzy Makarczyk,Jerzy,Makarczyk,Makarczyk,23,Poland,PL,1938,2,Male,0,1,0,0,0,1,Former CJ judge,0,2004-05-01,2009-10-06,2004-05-01,2009-10-06,,,,,,
226,2102,2302,Irena Wiszniewska-Białecka,Irena,Wiszniewska-Białecka,Wiszniewska-Bialecka,23,Poland,PL,1957,1,Female,1,0,1,0,0,1,Former GC judge,0,2004-05-01,2016-09-19,,,2004-05-01,2016-09-19,,,,
227,2107,2303,Irena Boruta,Irena,Boruta,Boruta,23,Poland,PL,1950,1,Female,1,0,0,1,0,1,Former CST judge,0,2005-10-06,2013-10-07,,,,,2005-10-06,2013-10-07,,
228,2103,2304,Marek Safjan,Marek,Safjan,Safjan,23,Poland,PL,1949,2,Male,0,1,0,0,0,1,Current CJ judge,0,2009-10-07,present,2009-10-07,present,,,,,,
229,2106,2305,Maciej Szpunar,Maciej,Szpunar,Szpunar,23,Poland,PL,1971,2,Male,0,0,0,0,1,1,Current AG,0,2013-10-23,present,,,,,,,2013-10-23,present
230,2104,2306,Nina Półtorak,Nina,Półtorak,Poltorak,23,Poland,PL,1971,1,Female,1,0,1,0,0,1,Current GC judge,0,2016-04-13,present,,,2016-04-13,present,,,,
231,2105,2307,Krystyna Kowalik-Bańczyk,Krystyna,Kowalik-Bańczyk,Kowalik-Banczyk,23,Poland,PL,1976,2,Male,0,0,1,0,0,1,Current GC judge,0,2016-09-01,present,,,2016-09-01,present,,,,
232,2401,2401,Ján Klučka,Ján,Klučka,Klucka,24,Slovakia,SK,1951,2,Male,0,1,0,0,0,1,Former CJ judge,0,2004-05-01,2009-10-06,2004-05-01,2009-10-06,,,,,,
233,2402,2402,Daniel Šváby,Daniel,Šváby,Svaby,24,Slovakia,SK,1951,2,Male,0,1,1,0,0,2,Former CJ judge; Former GC judge,0,2004-05-12,2021-10-07,2009-10-07,2021-10-07,2004-05-12,2009-10-06,,,,
234,2404,2403,Ján Mazák,Ján,Mazák,Mazak,24,Slovakia,SK,1954,2,Male,0,0,0,0,1,1,Former AG,0,2006-10-07,2012-10-08,,,,,,,2006-10-07,2012-10-08
235,2403,2404,Juraj Schwarcz,Juraj,Schwarcz,Schwarcz,24,Slovakia,SK,1952,2,Male,0,0,1,0,0,1,Current GC judge,0,2009-10-07,present,,,2009-10-07,present,,,,
236,,2405,Miroslav Gavalec,Miroslav,Gavalec,Gavalec,24,Slovakia,SK,1961,2,Male,0,1,0,0,0,1,Current CJ judge,0,2021-10-07,present,2021-10-07,present,,,,,,
237,2501,2501,Marko Ilešič,Marko,Ilešič,Ilesic,25,Slovenia,SI,1947,2,Male,0,1,0,0,0,1,Current CJ judge,0,2004-05-01,present,2004-05-01,present,,,,,,
238,2502,2502,Verica Trstenjak,Verica,Trstenjak,Trstenjak,25,Slovenia,SI,1962,2,Male,0,0,1,0,1,2,Former GC judge; Former AG,0,2004-07-01,2012-11-28,,,2004-07-01,2006-10-06,,,2006-10-07,2012-11-28
