"key_id","judge_id","full_name","first_name","last_name","last_name_latin","last_name_label","last_name_latin_label","member_state_id","member_state","member_state_code","birth_year","gender_id","gender","female","judge_court_of_justice","judge_general_court","judge_civil_service_tribunal","advocate_general","current_status","current_member","count_positions","nonconsecutive_positions","start_date","end_date","start_date_court_of_justice","end_date_court_of_justice","start_date_general_court","end_date_general_court","start_date_civil_service_tribunal","end_date_civil_service_tribunal","start_date_advocate_general","end_date_advocate_general"
142,"J:1101","José Luis da Cruz Vilaça","José Luis","da Cruz Vilaça","da Cruz Vilaca","da Cruz Vilaça","da Cruz Vilaca",11,"Portugal","PT",1944,2,"Male",0,1,1,0,1,"Former CJ judge; Former GC judge; Former AG",0,3,1,1986-01-01,2018-10-08,2012-10-08,2018-10-08,1989-09-01,1995-08-31,NA,NA,1986-01-01,1988-10-06
143,"J:1102","José Carlos de Carvalho Moitinho de Almeida","José Carlos","de Carvalho Moitinho de Almeida","de Carvalho Moitinho de Almeida","de Carvalho Moitinho de Almeida","de Carvalho Moitinho de Almeida",11,"Portugal","PT",1936,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1986-01-01,2000-10-06,1986-01-01,2000-10-06,NA,NA,NA,NA,NA,NA
144,"J:1103","Rui Manuel Gens de Moura Ramos","Rui Manuel","Gens de Moura Ramos","Gens de Moura Ramos","Gens de Moura Ramos","Gens de Moura Ramos",11,"Portugal","PT",1950,2,"Male",0,0,1,0,0,"Former GC judge",0,1,0,1995-09-18,2003-03-31,NA,NA,1995-09-18,2003-03-31,NA,NA,NA,NA
145,"J:1104","José Narciso da Cunha Rodrigues","José Narciso","da Cunha Rodrigues","da Cunha Rodrigues","da Cunha Rodrigues","da Cunha Rodrigues",11,"Portugal","PT",1940,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,2000-10-07,2012-10-06,2000-10-07,2012-10-06,NA,NA,NA,NA,NA,NA
146,"J:1105","Maria Eugénia Martins de Nazaré Ribeiro","Maria Eugénia","Martins de Nazaré Ribeiro","Martins de Nazare Ribeiro","Martins de Nazaré Ribeiro","Martins de Nazare Ribeiro",11,"Portugal","PT",1956,1,"Female",1,0,1,0,0,"Former GC judge",0,1,0,2003-04-01,2016-08-31,NA,NA,2003-04-01,2016-08-31,NA,NA,NA,NA
147,"J:1106","Luís Miguel Poiares Pessoa Maduro","Luís Miguel","Poiares Pessoa Maduro","Poiares Pessoa Maduro","Poiares Pessoa Maduro","Poiares Pessoa Maduro",11,"Portugal","PT",1967,2,"Male",0,0,0,0,1,"Former AG",0,1,0,2003-10-07,2009-10-06,NA,NA,NA,NA,NA,NA,2003-10-07,2009-10-06
148,"J:1107","João Sant'Anna","João","Sant'Anna","Sant'Anna","Sant'Anna","Sant'Anna",11,"Portugal","PT",1957,2,"Male",0,0,0,1,0,"Former CST judge",0,1,0,2016-04-13,2016-08-31,NA,NA,NA,NA,2016-04-13,2016-08-31,NA,NA
149,"J:1108","Maria José Costeira","Maria José","Costeira","Costeira","Costeira","Costeira",11,"Portugal","PT",1967,1,"Female",1,0,1,0,0,"Current GC judge",1,1,0,2016-09-19,NA,NA,NA,2016-09-19,NA,NA,NA,NA,NA
150,"J:1109","Ricardo da Silva Passos","Ricardo","da Silva Passos","da Silva Passos","da Silva Passos","da Silva Passos",11,"Portugal","PT",1953,2,"Male",0,0,1,0,0,"Current GC judge",1,1,0,2016-09-19,NA,NA,NA,2016-09-19,NA,NA,NA,NA,NA
151,"J:1110","Nuno José Cardoso da Silva Piçarra","Nuno José","Cardoso da Silva Piçarra","Cardoso da Silva Picarra","Cardoso da Silva Piçarra","Cardoso da Silva Picarra",11,"Portugal","PT",1957,2,"Male",0,1,0,0,0,"Current CJ judge",1,1,0,2018-10-07,NA,2018-10-07,NA,NA,NA,NA,NA,NA,NA
152,"J:1201","Gil Carlos Rodrìguez Iglesias","Gil Carlos","Rodrìguez Iglesias","Rodriguez Iglesias","Rodrìguez Iglesias","Rodriguez Iglesias",12,"Spain","ES",1946,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1986-01-01,2003-10-06,1986-01-01,2003-10-06,NA,NA,NA,NA,NA,NA
153,"J:1202","Manuel Diez de Velasco","Manuel","Diez de Velasco","Diez de Velasco","Diez de Velasco","Diez de Velasco",12,"Spain","ES",1926,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1988-10-07,1994-10-06,1988-10-07,1994-10-06,NA,NA,NA,NA,NA,NA
154,"J:1203","Rafael García-Valdecasas y Fernández","Rafael","García-Valdecasas y Fernández","Garcia-Valdecasas y Fernandez","García-Valdecasas y Fernández","Garcia-Valdecasas y Fernandez",12,"Spain","ES",1946,2,"Male",0,0,1,0,0,"Former GC judge",0,1,0,1989-09-01,2007-08-31,NA,NA,1989-09-01,2007-08-31,NA,NA,NA,NA
155,"J:1204","Dámaso Ruiz-Jarabo Colomer","Dámaso","Ruiz-Jarabo Colomer","Ruiz-Jarabo Colomer","Ruiz-Jarabo Colomer","Ruiz-Jarabo Colomer",12,"Spain","ES",1949,2,"Male",0,0,0,0,1,"Former AG",0,1,0,1995-01-19,2009-11-12,NA,NA,NA,NA,NA,NA,1995-01-19,2009-11-12
156,"J:1205","Rosario Silva de Lapuerta","Rosario","Silva de Lapuerta","Silva de Lapuerta","Silva de Lapuerta","Silva de Lapuerta",12,"Spain","ES",1954,1,"Female",1,1,0,0,0,"Former CJ judge",0,1,0,2003-10-07,2021-10-07,2003-10-07,2021-10-07,NA,NA,NA,NA,NA,NA
157,"J:1206","Santiago Soldevila Fragoso","Santiago","Soldevila Fragoso","Soldevila Fragoso","Soldevila Fragoso","Soldevila Fragoso",12,"Spain","ES",1960,2,"Male",0,0,1,0,0,"Former GC judge",0,1,0,2007-09-01,2013-08-31,NA,NA,2007-09-01,2013-08-31,NA,NA,NA,NA
158,"J:1207","Maria Isabel Rofes i Pujol","Maria Isabel","Rofes i Pujol","Rofes i Pujol","Rofes i Pujol","Rofes i Pujol",12,"Spain","ES",1956,1,"Female",1,0,0,1,0,"Former CST judge",0,1,0,2009-10-07,2016-04-13,NA,NA,NA,NA,2009-10-07,2016-04-13,NA,NA
159,"J:1208","Pedro Cruz Villalón","Pedro","Cruz Villalón","Cruz Villalon","Cruz Villalón","Cruz Villalon",12,"Spain","ES",1946,2,"Male",0,0,0,0,1,"Former AG",0,1,0,2009-12-14,2015-10-07,NA,NA,NA,NA,NA,NA,2009-12-14,2015-10-07
160,"J:1209","Ignacio Ulloa Rubio","Ignacio","Ulloa Rubio","Ulloa Rubio","Ulloa Rubio","Ulloa Rubio",12,"Spain","ES",1967,2,"Male",0,0,1,0,0,"Former GC judge",0,1,0,2013-09-01,2019-09-26,NA,NA,2013-09-01,2019-09-26,NA,NA,NA,NA
161,"J:1210","Manuel Campos Sánchez-Bordona","Manuel","Campos Sánchez-Bordona","Campos Sanchez-Bordona","Campos Sánchez-Bordona","Campos Sanchez-Bordona",12,"Spain","ES",1950,2,"Male",0,0,0,0,1,"Current AG",1,1,0,2015-10-07,NA,NA,NA,NA,NA,NA,NA,2015-10-07,NA
162,"J:1211","Leopoldo Calvo-Sotelo Ibáñez-Martín","Leopoldo","Calvo-Sotelo Ibáñez-Martín","Calvo-Sotelo Ibanez-Martin","Calvo-Sotelo Ibáñez-Martín","Calvo-Sotelo Ibanez-Martin",12,"Spain","ES",1957,2,"Male",0,0,1,0,0,"Former GC judge",0,1,0,2016-04-13,2019-09-26,NA,NA,2016-04-13,2019-09-26,NA,NA,NA,NA
163,"J:1212","José Martín y Pérez de Nanclares","José","Martín y Pérez de Nanclares","Martin y Perez de Nanclares","Martín y Pérez de Nanclares","Martin y Perez de Nanclares",12,"Spain","ES",1965,2,"Male",0,0,1,0,0,"Current GC judge",1,1,0,2019-09-26,NA,NA,NA,2019-09-26,NA,NA,NA,NA,NA
164,"J:1213","Miguel Sampol Pucurull","Miguel","Sampol Pucurull","Sampol Pucurull","Sampol Pucurull","Sampol Pucurull",12,"Spain","ES",1974,2,"Male",0,0,1,0,0,"Current GC judge",1,1,0,2019-09-26,NA,NA,NA,2019-09-26,NA,NA,NA,NA,NA
165,"J:1214","Maria Lourdes Arastey Sahún","Maria","Lourdes Arastey Sahún","Lourdes Arastey Sahun","Lourdes Arastey Sahún","Lourdes Arastey Sahun",12,"Spain","ES",1959,1,"Female",1,1,0,0,0,"Current CJ judge",1,1,0,2021-10-07,NA,2021-10-07,NA,NA,NA,NA,NA,NA,NA
166,"J:1301","Josef Azizi","Josef","Azizi","Azizi","Azizi","Azizi",13,"Austria","AT",1948,2,"Male",0,0,1,0,0,"Former GC judge",0,1,0,1995-01-01,2013-09-01,NA,NA,1995-01-01,2013-09-01,NA,NA,NA,NA
167,"J:1302","Peter Jann","Peter","Jann","Jann","Jann","Jann",13,"Austria","AT",1935,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1995-01-01,2009-10-06,1995-01-01,2009-10-06,NA,NA,NA,NA,NA,NA
168,"J:1303","Christine Stix-Hackl","Christine","Stix-Hackl","Stix-Hackl","Stix-Hackl","Stix-Hackl",13,"Austria","AT",1957,1,"Female",1,0,0,0,1,"Former AG",0,1,0,2000-10-07,2006-10-06,NA,NA,NA,NA,NA,NA,2000-10-07,2006-10-06
169,"J:1304","Maria Berger","Maria","Berger","Berger","Berger","Berger",13,"Austria","AT",1956,1,"Female",1,1,0,0,0,"Former CJ judge",0,1,0,2009-10-07,2019-03-20,2009-10-07,2019-03-20,NA,NA,NA,NA,NA,NA
170,"J:1305","Viktor Kreuschitz","Viktor","Kreuschitz","Kreuschitz","Kreuschitz","Kreuschitz",13,"Austria","AT",1952,2,"Male",0,0,1,0,0,"Current GC judge",1,1,0,2013-09-01,NA,NA,NA,2013-09-01,NA,NA,NA,NA,NA
171,"J:1306","Andreas Kumin","Andreas","Kumin","Kumin","Kumin","Kumin",13,"Austria","AT",1965,2,"Male",0,1,0,0,0,"Current CJ judge",1,1,0,2019-03-20,NA,2019-03-20,NA,NA,NA,NA,NA,NA,NA
172,"J:1307","Gerhard Hesse","Gerhard","Hesse","Hesse","Hesse","Hesse",13,"Austria","AT",1970,2,"Male",0,0,1,0,0,"Current GC judge",1,1,0,2019-09-26,NA,NA,NA,2019-09-26,NA,NA,NA,NA,NA
173,"J:1401","Leif Sevón","Leif","Sevón","Sevon","Sevón","Sevon",14,"Finland","FI",1941,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1995-01-01,2002-01-16,1995-01-01,2002-01-16,NA,NA,NA,NA,NA,NA
174,"J:1402","Virpi Tiili","Virpi","Tiili","Tiili","Tiili","Tiili",14,"Finland","FI",1942,1,"Female",1,0,1,0,0,"Former GC judge",0,1,0,1995-01-01,2009-09-01,NA,NA,1995-01-01,2009-09-01,NA,NA,NA,NA
175,"J:1403","Allan Rosas","Allan","Rosas","Rosas","Rosas","Rosas",14,"Finland","FI",1948,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,2002-01-17,2019-10-07,2002-01-17,2019-10-07,NA,NA,NA,NA,NA,NA
176,"J:1404","Heikki Kanninen","Heikki","Kanninen","Kanninen","Kanninen","Kanninen",14,"Finland","FI",1952,2,"Male",0,0,1,1,0,"Current GC judge; Former CST judge",1,2,0,2005-10-06,NA,NA,NA,2009-09-01,NA,2005-10-06,2009-10-06,NA,NA
177,"J:1405","Niilo Jääskinen","Niilo","Jääskinen","Jaaskinen","Jääskinen","Jaaskinen",14,"Finland","FI",1958,2,"Male",0,1,0,0,1,"Current CJ judge; Former AG",1,2,1,2009-10-07,NA,2019-10-07,NA,NA,NA,NA,NA,2009-10-07,2015-10-07
178,"J:1406","Tuula Riitta Pynnä","Tuula Riitta","Pynnä","Pynna","Pynnä","Pynna",14,"Finland","FI",1958,1,"Female",1,0,1,0,0,"Current GC judge",1,1,0,2019-09-26,NA,NA,NA,2019-09-26,NA,NA,NA,NA,NA
179,"J:1501","Hans Ragnemalm","Hans","Ragnemalm","Ragnemalm","Ragnemalm","Ragnemalm",15,"Sweden","SE",1940,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1995-01-01,2000-10-06,1995-01-01,2000-10-06,NA,NA,NA,NA,NA,NA
180,"J:1502","Pernilla Lindh","Pernilla","Lindh","Lindh","Lindh","Lindh",15,"Sweden","SE",1945,1,"Female",1,1,1,0,0,"Former CJ judge; Former GC judge",0,2,0,1995-01-18,2011-10-06,2006-10-07,2011-10-06,1995-01-18,2006-10-06,NA,NA,NA,NA
181,"J:1503","Stig von Bahr","Stig","von Bahr","von Bahr","von Bahr","von Bahr",15,"Sweden","SE",1939,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,2000-10-08,2006-10-06,2000-10-08,2006-10-06,NA,NA,NA,NA,NA,NA
182,"J:1504","Nils Wahl","Nils","Wahl","Wahl","Wahl","Wahl",15,"Sweden","SE",1961,2,"Male",0,1,1,0,1,"Current CJ judge; Former GC judge; Former AG",1,3,1,2006-10-06,NA,2019-10-07,NA,2006-10-06,2012-11-28,NA,NA,2012-11-28,2019-02-06
183,"J:1505","Carl Gustav Fernlund","Carl Gustav","Fernlund","Fernlund","Fernlund","Fernlund",15,"Sweden","SE",1950,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,2011-10-06,2019-10-07,2011-10-06,2019-10-07,NA,NA,NA,NA,NA,NA
184,"J:1506","Carl Wetter","Carl","Wetter","Wetter","Wetter","Wetter",15,"Sweden","SE",1949,2,"Male",0,0,1,0,0,"Former GC judge",0,1,0,2013-03-18,2016-09-19,NA,NA,2013-03-18,2016-09-19,NA,NA,NA,NA
185,"J:1507","Fredrik Schalin","Fredrik","Schalin","Schalin","Schalin","Schalin",15,"Sweden","SE",1964,2,"Male",0,0,1,0,0,"Current GC judge",1,1,0,2016-06-08,NA,NA,NA,2016-06-08,NA,NA,NA,NA,NA
186,"J:1508","Ulf Christophe Öberg","Ulf Christophe","Öberg","Oberg","Öberg","Oberg",15,"Sweden","SE",1966,2,"Male",0,0,1,0,0,"Current GC judge",1,1,0,2016-09-19,NA,NA,NA,2016-09-19,NA,NA,NA,NA,NA
187,"J:1601","George Arestis","George","Arestis","Arestis","Arestis","Arestis",16,"Cyprus","CY",1945,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,2004-05-01,2014-10-06,2004-05-01,2014-10-06,NA,NA,NA,NA,NA,NA
188,"J:1602","Savvas Papasavvas","Savvas","Papasavvas","Papasavvas","Papasavvas","Papasavvas",16,"Cyprus","CY",1969,2,"Male",0,0,1,0,0,"Current GC judge",1,1,0,2004-05-01,NA,NA,NA,2004-05-01,NA,NA,NA,NA,NA
189,"J:1603","Constantinos Lycourgos","Constantinos","Lycourgos","Lycourgos","Lycourgos","Lycourgos",16,"Cyprus","CY",1964,2,"Male",0,1,0,0,0,"Current CJ judge",1,1,0,2014-10-07,NA,2014-10-07,NA,NA,NA,NA,NA,NA,NA
190,"J:1604","Anna Marcoulli","Anna","Marcoulli","Marcoulli","Marcoulli","Marcoulli",16,"Cyprus","CY",1978,1,"Female",1,0,1,0,0,"Current GC judge",1,1,0,2016-04-13,NA,NA,NA,2016-04-13,NA,NA,NA,NA,NA
191,"J:1605","Nicholas Emiliou","Nicholas","Emiliou","Emiliou","Emiliou","Emiliou",16,"Cyprus","CY",1963,2,"Male",0,0,0,0,1,"Current AG",1,1,0,2021-10-07,NA,NA,NA,NA,NA,NA,NA,2021-10-07,NA
192,"J:1701","Jiří Malenovský","Jiří","Malenovský","Malenovsky","Malenovský","Malenovsky",17,"Czech Republic","CZ",1950,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,2004-05-01,2020-10-06,2004-05-01,2020-10-06,NA,NA,NA,NA,NA,NA
193,"J:1702","Irena Pelikánová","Irena","Pelikánová","Pelikanova","Pelikánová","Pelikanova",17,"Czech Republic","CZ",1949,1,"Female",1,0,1,0,0,"Former GC judge",0,1,0,2004-05-01,2019-09-26,NA,NA,2004-05-01,2019-09-26,NA,NA,NA,NA
194,"J:1703","Michal Bobek","Michal","Bobek","Bobek","Bobek","Bobek",17,"Czech Republic","CZ",1977,2,"Male",0,0,0,0,1,"Former AG",0,1,0,2015-10-07,2021-10-07,NA,NA,NA,NA,NA,NA,2015-10-07,2021-10-07
195,"J:1704","Jan Passer","Jan","Passer","Passer","Passer","Passer",17,"Czech Republic","CZ",1974,2,"Male",0,1,1,0,0,"Current CJ judge; Former GC judge",1,2,0,2016-09-19,NA,2020-10-06,NA,2016-09-19,2020-10-06,NA,NA,NA,NA
196,"J:1705","Petra Škvařilová-Pelzl","Petra","Škvařilová-Pelzl","Skvarilova-Pelzl","Škvařilová-Pelzl","Skvarilova-Pelzl",17,"Czech Republic","CZ",1975,1,"Female",1,0,1,0,0,"Current GC judge",1,1,0,2019-09-26,NA,NA,NA,2019-09-26,NA,NA,NA,NA,NA
197,"J:1706","David Petrlík","David","Petrlík","Petrlik","Petrlík","Petrlik",17,"Czech Republic","CZ",1978,2,"Male",0,0,1,0,0,"Current GC judge",1,1,0,2021-03-01,NA,NA,NA,2021-03-01,NA,NA,NA,NA,NA
198,"J:1801","Uno Lõhmus","Uno","Lõhmus","Lohmus","Lõhmus","Lohmus",18,"Estonia","EE",1952,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,2004-05-01,2013-10-06,2004-05-01,2013-10-06,NA,NA,NA,NA,NA,NA
199,"J:1802","Küllike Jürimäe","Küllike","Jürimäe","Jurimae","Jürimäe","Jurimae",18,"Estonia","EE",1962,1,"Female",1,1,1,0,0,"Current CJ judge; Former GC judge",1,2,0,2004-05-12,NA,2013-10-23,NA,2004-05-12,2013-10-23,NA,NA,NA,NA
200,"J:1803","Lauri Madise","Lauri","Madise","Madise","Madise","Madise",18,"Estonia","EE",1974,2,"Male",0,0,1,0,0,"Current GC judge",1,1,0,2013-10-06,NA,NA,NA,2013-10-06,NA,NA,NA,NA,NA
201,"J:1804","Priit Pikamäe","Priit","Pikamäe","Pikamae","Pikamäe","Pikamae",18,"Estonia","EE",1973,2,"Male",0,0,0,0,1,"Current AG",1,1,0,2019-02-06,NA,NA,NA,NA,NA,NA,NA,2019-02-06,NA
202,"J:1805","Iko Nõmm","Iko","Nõmm","Nomm","Nõmm","Nomm",18,"Estonia","EE",1977,2,"Male",0,0,1,0,0,"Current GC judge",1,1,0,2019-09-26,NA,NA,NA,2019-09-26,NA,NA,NA,NA,NA
203,"J:1901","Ottó Czúcz","Ottó","Czúcz","Czucz","Czúcz","Czucz",19,"Hungary","HU",1946,2,"Male",0,0,1,0,0,"Former GC judge",0,1,0,2004-05-01,2016-08-31,NA,NA,2004-05-01,2016-08-31,NA,NA,NA,NA
204,"J:1902","Endre Juhász","Endre","Juhász","Juhasz","Juhász","Juhasz",19,"Hungary","HU",1944,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,2004-05-11,2021-10-07,2004-05-11,2021-10-07,NA,NA,NA,NA,NA,NA
205,"J:1903","Zoltán Csehi","Zoltán","Csehi","Csehi","Csehi","Csehi",19,"Hungary","HU",1965,2,"Male",0,1,1,0,0,"Current CJ judge; Former GC judge",1,2,0,2016-04-13,NA,2021-10-07,NA,2016-04-13,2021-10-07,NA,NA,NA,NA
206,"J:1904","Barna Berke","Barna","Berke","Berke","Berke","Berke",19,"Hungary","HU",1966,2,"Male",0,0,1,0,0,"Former GC judge",0,1,0,2016-09-19,2021-08-01,NA,NA,2016-09-19,2021-08-01,NA,NA,NA,NA
207,"J:2001","Ingrida Labucka","Ingrida","Labucka","Labucka","Labucka","Labucka",20,"Latvia","LV",1963,1,"Female",1,0,1,0,0,"Former GC judge",0,1,0,2004-05-01,2020-02-25,NA,NA,2004-05-01,2020-02-25,NA,NA,NA,NA
208,"J:2002","Egils Levits","Egils","Levits","Levits","Levits","Levits",20,"Latvia","LV",1955,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,2004-05-01,2019-06-17,2004-05-01,2019-06-17,NA,NA,NA,NA,NA,NA
209,"J:2003","Inga Reine","Inga","Reine","Reine","Reine","Reine",20,"Latvia","LV",1975,1,"Female",1,0,1,0,0,"Current GC judge",1,1,0,2016-06-08,NA,NA,NA,2016-06-08,NA,NA,NA,NA,NA
210,"J:2004","Pēteris Zilgalvis","Pēteris","Zilgalvis","Zilgalvis","Zilgalvis","Zilgalvis",20,"Latvia","LV",1964,2,"Male",0,0,1,0,0,"Current GC judge",1,1,0,2021-09-27,NA,NA,NA,2021-09-27,NA,NA,NA,NA,NA
211,"J:2005","Laila Medina","Laila","Medina","Medina","Medina","Medina",20,"Latvia","LV",1971,1,"Female",1,0,0,0,1,"Current AG",1,1,0,2021-10-07,NA,NA,NA,NA,NA,NA,NA,2021-10-07,NA
212,"J:2006","Ineta Ziemele","Ineta","Ziemele","Ziemele","Ziemele","Ziemele",20,"Latvia","LV",1970,1,"Female",1,1,0,0,0,"Current CJ judge",1,1,0,2021-10-07,NA,2021-10-07,NA,NA,NA,NA,NA,NA,NA
213,"J:2101","Pranas Kūris","Pranas","Kūris","Kuris","Kūris","Kuris",21,"Lithuania","LT",1938,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,2004-05-01,2012-10-06,2004-05-01,2012-10-06,NA,NA,NA,NA,NA,NA
214,"J:2102","Vilenas Vadapalas","Vilenas","Vadapalas","Vadapalas","Vadapalas","Vadapalas",21,"Lithuania","LT",1954,2,"Male",0,0,1,0,0,"Former GC judge",0,1,0,2004-05-01,2013-08-31,NA,NA,2004-05-01,2013-08-31,NA,NA,NA,NA
