"key_id","judge_id","full_name","first_name","last_name","last_name_latin","last_name_label","last_name_latin_label","member_state_id","member_state","member_state_code","birth_year","gender_id","gender","female","judge_court_of_justice","judge_general_court","judge_civil_service_tribunal","advocate_general","current_status","current_member","count_positions","nonconsecutive_positions","start_date","end_date","start_date_court_of_justice","end_date_court_of_justice","start_date_general_court","end_date_general_court","start_date_civil_service_tribunal","end_date_civil_service_tribunal","start_date_advocate_general","end_date_advocate_general"
44,"J:0313","Siegbert Alber","Siegbert","Alber","Alber","Alber","Alber",3,"Germany","DE",1936,2,"Male",0,0,0,0,1,"Former AG",0,1,0,1997-10-07,2003-10-06,NA,NA,NA,NA,NA,NA,1997-10-07,2003-10-06
45,"J:0314","Ninon Colneric","Ninon","Colneric","Colneric","Colneric","Colneric",3,"Germany","DE",1948,1,"Female",1,1,0,0,0,"Former CJ judge",0,1,0,2000-07-15,2006-10-06,2000-07-15,2006-10-06,NA,NA,NA,NA,NA,NA
46,"J:0315","Juliane Kokott","Juliane","Kokott","Kokott","Kokott","Kokott",3,"Germany","DE",1957,1,"Female",1,0,0,0,1,"Current AG",1,1,0,2003-10-07,NA,NA,NA,NA,NA,NA,NA,2003-10-07,NA
47,"J:0316","Horstpeter Kreppel","Horstpeter","Kreppel","Kreppel","Kreppel","Kreppel",3,"Germany","DE",1945,2,"Male",0,0,0,1,0,"Former CST judge",0,1,0,2005-10-06,2016-04-13,NA,NA,NA,NA,2005-10-06,2016-04-13,NA,NA
48,"J:0317","Thomas von Danwitz","Thomas","von Danwitz","von Danwitz","von Danwitz","von Danwitz",3,"Germany","DE",1962,2,"Male",0,1,0,0,0,"Current CJ judge",1,1,0,2006-10-07,NA,2006-10-07,NA,NA,NA,NA,NA,NA,NA
49,"J:0318","Alfred Dittrich","Alfred","Dittrich","Dittrich","Dittrich","Dittrich",3,"Germany","DE",1950,2,"Male",0,0,1,0,0,"Former GC judge",0,1,0,2007-09-01,2019-09-26,NA,NA,2007-09-01,2019-09-26,NA,NA,NA,NA
50,"J:0319","Johannes Christoph Laitenberger","Johannes Christoph","Laitenberger","Laitenberger","Laitenberger","Laitenberger",3,"Germany","DE",1964,2,"Male",0,0,1,0,0,"Current GC judge",1,1,0,2019-09-26,NA,NA,NA,2019-09-26,NA,NA,NA,NA,NA
51,"J:0320","Gabriele Steinfatt","Gabriele","Steinfatt","Steinfatt","Steinfatt","Steinfatt",3,"Germany","DE",1977,1,"Female",1,0,1,0,0,"Current GC judge",1,1,0,2019-09-26,NA,NA,NA,2019-09-26,NA,NA,NA,NA,NA
52,"J:0401","Massimo Pilotti","Massimo","Pilotti","Pilotti","Pilotti","Pilotti",4,"Italy","IT",1879,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1952-12-04,1958-10-06,1952-12-04,1958-10-06,NA,NA,NA,NA,NA,NA
53,"J:0402","Nicola Catalano","Nicola","Catalano","Catalano","Catalano","Catalano",4,"Italy","IT",1910,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1958-10-07,1962-01-01,1958-10-07,1962-01-01,NA,NA,NA,NA,NA,NA
54,"J:0403","Rino Rossi","Rino","Rossi","Rossi","Rossi, R.","Rossi, R.",4,"Italy","IT",1889,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1958-10-07,1964-10-06,1958-10-07,1964-10-06,NA,NA,NA,NA,NA,NA
55,"J:0404","Alberto Trabucchi","Alberto","Trabucchi","Trabucchi","Trabucchi","Trabucchi",4,"Italy","IT",1907,2,"Male",0,1,0,0,1,"Former CJ judge; Former AG",0,2,0,1962-03-08,1976-10-06,1962-03-08,1972-12-12,NA,NA,NA,NA,1973-01-09,1976-10-06
56,"J:0405","Riccardo Monaco","Riccardo","Monaco","Monaco","Monaco","Monaco",4,"Italy","IT",1909,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1964-10-08,1975-10-07,1964-10-08,1975-10-07,NA,NA,NA,NA,NA,NA
57,"J:0406","Francesco Capotorti","Francesco","Capotorti","Capotorti","Capotorti","Capotorti",4,"Italy","IT",1925,2,"Male",0,1,0,0,1,"Former CJ judge; Former AG",0,2,0,1976-01-20,1982-10-06,1976-01-20,1976-10-06,NA,NA,NA,NA,1976-10-07,1982-10-06
58,"J:0407","Giacinto Bosco","Giacinto","Bosco","Bosco","Bosco","Bosco",4,"Italy","IT",1905,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1976-10-07,1988-10-06,1976-10-07,1988-10-06,NA,NA,NA,NA,NA,NA
59,"J:0408","Giuseppe Federico Mancini","Giuseppe Federico","Mancini","Mancini","Mancini","Mancini",4,"Italy","IT",1927,2,"Male",0,1,0,0,1,"Former CJ judge; Former AG",0,2,0,1982-10-07,1999-07-21,1988-10-07,1999-07-21,NA,NA,NA,NA,1982-10-07,1988-10-06
60,"J:0409","Giuseppe Tesauro","Giuseppe","Tesauro","Tesauro","Tesauro","Tesauro",4,"Italy","IT",1942,2,"Male",0,0,0,0,1,"Former AG",0,1,0,1988-10-07,1998-03-04,NA,NA,NA,NA,NA,NA,1988-10-07,1998-03-04
61,"J:0410","Antonio Saggio","Antonio","Saggio","Saggio","Saggio","Saggio",4,"Italy","IT",1934,2,"Male",0,0,1,0,1,"Former GC judge; Former AG",0,2,0,1989-09-01,2000-10-06,NA,NA,1989-09-01,1998-03-04,NA,NA,1998-03-05,2000-10-06
62,"J:0411","Antonio Mario La Pergola","Antonio Mario","La Pergola","La Pergola","La Pergola","La Pergola",4,"Italy","IT",1931,2,"Male",0,1,0,0,1,"Former CJ judge; Former AG",0,2,1,1994-10-07,2006-05-03,1994-10-07,2006-05-03,NA,NA,NA,NA,1995-01-01,1999-12-14
63,"J:0412","Paolo Mengozzi","Paolo","Mengozzi","Mengozzi","Mengozzi","Mengozzi",4,"Italy","IT",1938,2,"Male",0,0,1,0,1,"Former GC judge; Former AG",0,2,0,1998-03-04,2018-10-08,NA,NA,1998-03-04,2006-05-03,NA,NA,2006-05-04,2018-10-08
64,"J:0413","Antonio Tizzano","Antonio","Tizzano","Tizzano","Tizzano","Tizzano",4,"Italy","IT",1940,2,"Male",0,1,0,0,1,"Former CJ judge; Former AG",0,2,0,2000-10-07,2018-10-08,2006-05-04,2018-10-08,NA,NA,NA,NA,2000-10-07,2006-05-03
65,"J:0414","Enzo Moavero Milanesi","Enzo","Moavero Milanesi","Moavero Milanesi","Moavero Milanesi","Moavero Milanesi",4,"Italy","IT",1954,2,"Male",0,0,1,0,0,"Former GC judge",0,1,0,2006-05-03,2011-11-15,NA,NA,2006-05-03,2011-11-15,NA,NA,NA,NA
66,"J:0415","Ezio Perillo","Ezio","Perillo","Perillo","Perillo","Perillo",4,"Italy","IT",1950,2,"Male",0,0,1,1,0,"Former GC judge; Former CST judge",0,2,0,2011-10-06,2016-09-19,NA,NA,2016-09-19,2019-09-26,2011-10-06,2016-08-31,NA,NA
67,"J:0416","Guido Berardis","Guido","Berardis","Berardis","Berardis","Berardis",4,"Italy","IT",1950,2,"Male",0,0,1,0,0,"Former GC judge",0,1,0,2012-09-07,2019-09-26,NA,NA,2012-09-07,2019-09-26,NA,NA,NA,NA
68,"J:0417","Giovanni Pitruzzella","Giovanni","Pitruzzella","Pitruzzella","Pitruzzella","Pitruzzella",4,"Italy","IT",1959,2,"Male",0,0,0,0,1,"Current AG",1,1,0,2018-10-08,NA,NA,NA,NA,NA,NA,NA,2018-10-08,NA
69,"J:0418","Lucia Serena Rossi","Lucia Serena","Rossi","Rossi","Rossi, L.","Rossi, L.",4,"Italy","IT",1958,1,"Female",1,1,0,0,0,"Current CJ judge",1,1,0,2018-10-08,NA,2018-10-08,NA,NA,NA,NA,NA,NA,NA
70,"J:0419","Roberto Mastroianni","Roberto","Mastroianni","Mastroianni","Mastroianni","Mastroianni",4,"Italy","IT",1964,2,"Male",0,0,1,0,0,"Current GC judge",1,1,0,2019-09-26,NA,NA,NA,2019-09-26,NA,NA,NA,NA,NA
71,"J:0420","Ornella Porchia","Ornella","Porchia","Porchia","Porchia","Porchia",4,"Italy","IT",1966,1,"Female",1,0,1,0,0,"Current GC judge",1,1,0,2019-09-26,NA,NA,NA,2019-09-26,NA,NA,NA,NA,NA
72,"J:0501","Charles Léon Hammes","Charles Léon","Hammes","Hammes","Hammes","Hammes",5,"Luxembourg","LU",1898,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1952-12-04,1967-10-09,1952-12-04,1967-10-09,NA,NA,NA,NA,NA,NA
73,"J:0502","Pierre Pescatore","Pierre","Pescatore","Pescatore","Pescatore","Pescatore",5,"Luxembourg","LU",1919,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1967-10-09,1985-10-06,1967-10-09,1985-10-06,NA,NA,NA,NA,NA,NA
74,"J:0503","Fernand Schockweiler","Fernand","Schockweiler","Schockweiler","Schockweiler","Schockweiler",5,"Luxembourg","LU",1935,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1985-10-07,1996-06-01,1985-10-07,1996-06-01,NA,NA,NA,NA,NA,NA
75,"J:0504","Jean Mischo","Jean","Mischo","Mischo","Mischo","Mischo",5,"Luxembourg","LU",1938,2,"Male",0,0,0,0,1,"Former AG",0,1,1,1986-01-13,2003-10-06,NA,NA,NA,NA,NA,NA,1986-01-13,2003-10-06
76,"J:0505","Romain Schintgen","Romain","Schintgen","Schintgen","Schintgen","Schintgen",5,"Luxembourg","LU",1939,2,"Male",0,1,1,0,0,"Former CJ judge; Former GC judge",0,2,0,1989-09-25,2008-01-14,1996-07-12,2008-01-14,1989-09-25,1996-07-11,NA,NA,NA,NA
77,"J:0506","Marc Jaeger","Marc","Jaeger","Jaeger","Jaeger","Jaeger",5,"Luxembourg","LU",1954,2,"Male",0,0,1,0,0,"Current GC judge",1,1,0,1996-07-11,NA,NA,NA,1996-07-11,NA,NA,NA,NA,NA
78,"J:0507","Jean-Jacques Kasel","Jean-Jacques","Kasel","Kasel","Kasel","Kasel",5,"Luxembourg","LU",1946,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,2008-01-15,2013-10-06,2008-01-15,2013-10-06,NA,NA,NA,NA,NA,NA
79,"J:0508","François Biltgen","François","Biltgen","Biltgen","Biltgen","Biltgen",5,"Luxembourg","LU",1958,2,"Male",0,1,0,0,0,"Current CJ judge",1,1,0,2013-10-06,NA,2013-10-06,NA,NA,NA,NA,NA,NA,NA
80,"J:0509","Dean Spielmann","Dean","Spielmann","Spielmann","Spielmann","Spielmann",5,"Luxembourg","LU",1962,2,"Male",0,0,1,0,0,"Current GC judge",1,1,0,2016-04-13,NA,NA,NA,2016-04-13,NA,NA,NA,NA,NA
81,"J:0601","Petrus Serrarens","Petrus","Serrarens","Serrarens","Serrarens","Serrarens",6,"Netherlands","NL",1888,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1952-12-04,1958-10-06,1952-12-04,1958-10-06,NA,NA,NA,NA,NA,NA
82,"J:0602","Adrianus van Kleffens","Adrianus","van Kleffens","van Kleffens","van Kleffens","van Kleffens",6,"Netherlands","NL",1899,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1952-12-04,1958-10-06,1952-12-04,1958-10-06,NA,NA,NA,NA,NA,NA
83,"J:0603","Andreas Matthias Donner","Andreas Matthias","Donner","Donner","Donner","Donner",6,"Netherlands","NL",1918,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1958-10-07,1979-04-01,1958-10-07,1979-04-01,NA,NA,NA,NA,NA,NA
84,"J:0604","Thymen Koopmans","Thymen","Koopmans","Koopmans","Koopmans","Koopmans",6,"Netherlands","NL",1929,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1979-04-01,1990-03-29,1979-04-01,1990-03-29,NA,NA,NA,NA,NA,NA
85,"J:0605","Pieter verLoren van Themaat","Pieter","verLoren van Themaat","verLoren van Themaat","verLoren van Themaat","verLoren van Themaat",6,"Netherlands","NL",1916,2,"Male",0,0,0,0,1,"Former AG",0,1,0,1981-06-04,1986-01-13,NA,NA,NA,NA,NA,NA,1981-06-04,1986-01-13
86,"J:0606","Cornelis Paulus Briët","Cornelis Paulus","Briët","Briet","Briët","Briet",6,"Netherlands","NL",1944,2,"Male",0,0,1,0,0,"Former GC judge",0,1,0,1989-09-01,1998-08-31,NA,NA,1989-09-01,1998-08-31,NA,NA,NA,NA
87,"J:0607","Paul Joan George Kapteyn","Paul Joan George","Kapteyn","Kapteyn","Kapteyn","Kapteyn",6,"Netherlands","NL",1928,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1990-03-29,2000-10-06,1990-03-29,2000-10-06,NA,NA,NA,NA,NA,NA
88,"J:0608","Arjen Meij","Arjen","Meij","Meij","Meij","Meij",6,"Netherlands","NL",1944,2,"Male",0,0,1,0,0,"Former GC judge",0,1,0,1992-09-01,2010-08-31,NA,NA,1992-09-01,2010-08-31,NA,NA,NA,NA
89,"J:0609","Leendert Adrie Geelhoed","Leendert Adrie","Geelhoed","Geelhoed","Geelhoed","Geelhoed",6,"Netherlands","NL",1942,2,"Male",0,0,0,0,1,"Former AG",0,1,0,2000-10-07,2006-10-06,NA,NA,NA,NA,NA,NA,2000-10-07,2006-10-06
90,"J:0610","Christiaan Willem Anton Timmermans","Christiaan Willem Anton","Timmermans","Timmermans","Timmermans","Timmermans",6,"Netherlands","NL",1941,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,2000-10-07,2010-07-10,2000-10-07,2010-07-10,NA,NA,NA,NA,NA,NA
91,"J:0611","Alexandra Prechal","Alexandra","Prechal","Prechal","Prechal","Prechal",6,"Netherlands","NL",1959,1,"Female",1,1,0,0,0,"Current CJ judge",1,1,0,2010-07-10,NA,2010-07-10,NA,NA,NA,NA,NA,NA,NA
92,"J:0612","Marc van der Woude","Marc","van der Woude","van der Woude","van der Woude","van der Woude",6,"Netherlands","NL",1960,2,"Male",0,0,1,0,0,"Current GC judge",1,1,0,2010-09-01,NA,NA,NA,2010-09-01,NA,NA,NA,NA,NA
93,"J:0613","René Barents","René","Barents","Barents","Barents","Barents",6,"Netherlands","NL",1951,2,"Male",0,0,1,1,0,"Current GC judge; Former CST judge",1,2,0,2011-10-06,NA,NA,NA,2016-09-01,NA,2011-10-06,2016-08-31,NA,NA
94,"J:0701","Max Sørensen","Max","Sørensen","Sorensen","Sørensen","Sorensen",7,"Denmark","DK",1913,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1973-01-01,1979-10-06,1973-01-01,1979-10-06,NA,NA,NA,NA,NA,NA
95,"J:0702","Ole Due","Ole","Due","Due","Due","Due",7,"Denmark","DK",1931,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1979-10-07,1994-10-06,1979-10-07,1994-10-06,NA,NA,NA,NA,NA,NA
96,"J:0703","Bo Vesterdorf","Bo","Vesterdorf","Vesterdorf","Vesterdorf","Vesterdorf",7,"Denmark","DK",1945,2,"Male",0,0,1,0,0,"Former GC judge",0,1,0,1989-09-01,2007-09-17,NA,NA,1989-09-01,2007-09-17,NA,NA,NA,NA
97,"J:0704","Claus Christian Gulmann","Claus Christian","Gulmann","Gulmann","Gulmann","Gulmann",7,"Denmark","DK",1942,2,"Male",0,1,0,0,1,"Former CJ judge; Former AG",0,2,0,1991-10-07,2006-01-10,1994-10-07,2006-01-10,NA,NA,NA,NA,1991-10-07,1994-10-06
98,"J:0705","Michael Bendik Elmer","Michael Bendik","Elmer","Elmer","Elmer","Elmer",7,"Denmark","DK",1949,2,"Male",0,0,0,0,1,"Former AG",0,1,0,1994-10-07,1997-12-18,NA,NA,NA,NA,NA,NA,1994-10-07,1997-12-18
99,"J:0706","Lars Bay Larsen","Lars","Bay Larsen","Bay Larsen","Bay Larsen","Bay Larsen",7,"Denmark","DK",1953,2,"Male",0,1,0,0,0,"Current CJ judge",1,1,0,2006-01-11,NA,2006-01-11,NA,NA,NA,NA,NA,NA,NA
100,"J:0707","Sten Frimodt Nielsen","Sten","Frimodt Nielsen","Frimodt Nielsen","Frimodt Nielsen","Frimodt Nielsen",7,"Denmark","DK",1963,2,"Male",0,0,1,0,0,"Current GC judge",1,1,0,2007-09-17,NA,NA,NA,2007-09-17,NA,NA,NA,NA,NA
101,"J:0708","Jesper Svenningsen","Jesper","Svenningsen","Svenningsen","Svenningsen","Svenningsen",7,"Denmark","DK",1966,2,"Male",0,0,1,1,0,"Current GC judge; Former CST judge",1,2,0,2013-10-07,NA,NA,NA,2016-09-01,NA,2013-10-07,2016-08-31,NA,NA
102,"J:0709","Henrik Saugmandsgaard Øe","Henrik","Saugmandsgaard Øe","Saugmandsgaard Oe","Saugmandsgaard Øe","Saugmandsgaard Oe",7,"Denmark","DK",1964,2,"Male",0,0,0,0,1,"Former AG",0,1,0,2015-10-07,2021-10-07,NA,NA,NA,NA,NA,NA,2015-10-07,2021-10-07
103,"J:0801","Cearbhall O'Dalaigh","Cearbhall","O'Dalaigh","O'Dalaigh","O'Dalaigh","O'Dalaigh",8,"Ireland","IE",1911,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1973-01-01,1974-12-12,1973-01-01,1974-12-12,NA,NA,NA,NA,NA,NA
104,"J:0802","Andreas O'Keeffe","Andreas","O'Keeffe","O'Keeffe","O'Keeffe","O'Keeffe",8,"Ireland","IE",1912,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1975-12-12,1984-12-31,1975-12-12,1984-12-31,NA,NA,NA,NA,NA,NA
105,"J:0803","Thomas Francis O'Higgins","Thomas Francis","O'Higgins","O'Higgins","O'Higgins, T.","O'Higgins, T.",8,"Ireland","IE",1913,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1985-01-16,1991-10-06,1985-01-16,1991-10-06,NA,NA,NA,NA,NA,NA
106,"J:0804","Donal Patrick Michael Barrington","Donal Patrick Michael","Barrington","Barrington","Barrington","Barrington",8,"Ireland","IE",1928,2,"Male",0,0,1,0,0,"Former GC judge",0,1,0,1989-09-01,1996-01-10,NA,NA,1989-09-01,1996-01-10,NA,NA,NA,NA
107,"J:0805","John Murray","John","Murray","Murray","Murray","Murray",8,"Ireland","IE",1943,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1991-10-07,1999-10-09,1991-10-07,1999-10-09,NA,NA,NA,NA,NA,NA
108,"J:0806","Nial Fennelly","Nial","Fennelly","Fennelly","Fennelly","Fennelly",8,"Ireland","IE",1942,2,"Male",0,0,0,0,1,"Former AG",0,1,0,1995-01-19,2000-10-06,NA,NA,NA,NA,NA,NA,1995-01-19,2000-10-06
109,"J:0807","John Cooke","John","Cooke","Cooke","Cooke","Cooke",8,"Ireland","IE",1944,2,"Male",0,0,1,0,0,"Former GC judge",0,1,0,1996-01-10,2008-09-15,NA,NA,1996-01-10,2008-09-15,NA,NA,NA,NA
110,"J:0808","Fidelma O'Kelly Macken","Fidelma","O'Kelly Macken","O'Kelly Macken","O'Kelly Macken","O'Kelly Macken",8,"Ireland","IE",1942,1,"Female",1,1,0,0,0,"Former CJ judge",0,1,0,1999-10-06,2004-10-13,1999-10-06,2004-10-13,NA,NA,NA,NA,NA,NA
111,"J:0809","Aindrias Ó Caoimh","Aindrias","Ó Caoimh","O Caoimh","Ó Caoimh","O Caoimh",8,"Ireland","IE",1950,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,2004-10-13,2015-10-06,2004-10-13,2015-10-06,NA,NA,NA,NA,NA,NA
112,"J:0810","Kevin O'Higgins","Kevin","O'Higgins","O'Higgins","O'Higgins, K.","O'Higgins, K.",8,"Ireland","IE",1946,2,"Male",0,0,1,0,0,"Former GC judge",0,1,0,2008-09-15,2013-08-31,NA,NA,2008-09-15,2013-08-31,NA,NA,NA,NA
113,"J:0811","Kieran Bradley","Kieran","Bradley","Bradley","Bradley","Bradley",8,"Ireland","IE",1957,2,"Male",0,0,0,1,0,"Former CST judge",0,1,0,2011-10-06,2016-08-31,NA,NA,NA,NA,2011-10-06,2016-08-31,NA,NA
114,"J:0812","Anthony Michael Collins","Anthony Michael","Collins","Collins","Collins","Collins",8,"Ireland","IE",1960,2,"Male",0,0,1,0,1,"Current AG; Former GC judge",1,2,0,2013-09-16,NA,NA,NA,2013-09-16,2021-10-07,NA,NA,2021-10-07,NA
115,"J:0813","Eugene Regan","Eugene","Regan","Regan","Regan","Regan",8,"Ireland","IE",1952,2,"Male",0,1,0,0,0,"Current CJ judge",1,1,0,2015-10-07,NA,2015-10-07,NA,NA,NA,NA,NA,NA,NA
116,"J:0814","Colm Mac Eochaidh","Colm","Mac Eochaidh","Mac Eochaidh","Mac Eochaidh","Mac Eochaidh",8,"Ireland","IE",1963,2,"Male",0,0,1,0,0,"Current GC judge",1,1,0,2017-06-08,NA,NA,NA,2017-06-08,NA,NA,NA,NA,NA
117,"J:0815","Gerard Hogan","Gerard","Hogan","Hogan","Hogan","Hogan",8,"Ireland","IE",1958,2,"Male",0,0,0,0,1,"Former AG",0,1,0,2018-10-08,2021-10-07,NA,NA,NA,NA,NA,NA,2018-10-08,2021-10-07
118,"J:0901","Alexander Mackenzie Stuart","Alexander","Mackenzie Stuart","Mackenzie Stuart","Mackenzie Stuart","Mackenzie Stuart",9,"United Kingdom","UK",1924,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1973-01-01,1988-10-06,1973-01-01,1988-10-06,NA,NA,NA,NA,NA,NA
119,"J:0902","Jean-Pierre Warner","Jean-Pierre","Warner","Warner","Warner","Warner",9,"United Kingdom","UK",1924,2,"Male",0,0,0,0,1,"Former AG",0,1,0,1973-01-09,1981-02-26,NA,NA,NA,NA,NA,NA,1973-01-09,1981-02-26
120,"J:0903","Gordon Slynn","Gordon","Slynn","Slynn","Slynn","Slynn",9,"United Kingdom","UK",1930,2,"Male",0,1,0,0,1,"Former CJ judge; Former AG",0,2,0,1981-02-26,1992-03-10,1988-10-07,1992-03-10,NA,NA,NA,NA,1981-02-26,1988-10-06
121,"J:0904","Francis Geoffrey Jacobs","Francis Geoffrey","Jacobs","Jacobs","Jacobs","Jacobs",9,"United Kingdom","UK",1939,2,"Male",0,0,0,0,1,"Former AG",0,1,0,1988-10-07,2006-01-10,NA,NA,NA,NA,NA,NA,1988-10-07,2006-01-10
122,"J:0905","David Alexander Ogilvy Edward","David Alexander Ogilvy","Edward","Edward","Edward","Edward",9,"United Kingdom","UK",1934,2,"Male",0,1,1,0,0,"Former CJ judge; Former GC judge",0,2,0,1989-09-25,2004-01-07,1992-03-10,2004-01-07,1989-09-25,1992-03-09,NA,NA,NA,NA
123,"J:0906","Christopher William Bellamy","Christopher William","Bellamy","Bellamy","Bellamy","Bellamy",9,"United Kingdom","UK",1946,2,"Male",0,0,1,0,0,"Former GC judge",0,1,0,1992-03-10,1999-12-15,NA,NA,1992-03-10,1999-12-15,NA,NA,NA,NA
124,"J:0907","Nicholas James Forwood","Nicholas James","Forwood","Forwood","Forwood","Forwood",9,"United Kingdom","UK",1948,2,"Male",0,0,1,0,0,"Former GC judge",0,1,0,1999-12-02,2015-10-01,NA,NA,1999-12-02,2015-10-01,NA,NA,NA,NA
125,"J:0908","Konrad Hermann Theodor Schiemann","Konrad Hermann Theodor","Schiemann","Schiemann","Schiemann","Schiemann",9,"United Kingdom","UK",1937,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,2004-01-01,2012-10-06,2004-01-01,2012-10-06,NA,NA,NA,NA,NA,NA
126,"J:0909","Paul John Mahoney","Paul John","Mahoney","Mahoney","Mahoney","Mahoney",9,"United Kingdom","UK",1946,2,"Male",0,0,0,1,0,"Former CST judge",0,1,0,2005-10-06,2011-10-06,NA,NA,NA,NA,2005-10-06,2011-10-06,NA,NA
127,"J:0910","Eleanor Sharpston","Eleanor","Sharpston","Sharpston","Sharpston","Sharpston",9,"United Kingdom","UK",1955,1,"Female",1,0,0,0,1,"Former AG",0,1,0,2006-01-11,2020-09-10,NA,NA,NA,NA,NA,NA,2006-01-11,2020-09-10
128,"J:0911","Christopher Vajda","Christopher","Vajda","Vajda","Vajda","Vajda",9,"United Kingdom","UK",1955,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,2012-10-07,2020-01-31,2012-10-07,2020-01-31,NA,NA,NA,NA,NA,NA
129,"J:0912","Ian Stewart Forrester","Ian Stewart","Forrester","Forrester","Forrester","Forrester",9,"United Kingdom","UK",1945,2,"Male",0,0,1,0,0,"Former GC judge",0,1,0,2015-10-01,2020-01-31,NA,NA,2015-10-01,2020-01-31,NA,NA,NA,NA
130,"J:1001","Alexandros Chloros","Alexandros","Chloros","Chloros","Chloros","Chloros",10,"Greece","EL",1926,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1981-01-01,1982-11-16,1981-01-01,1982-11-16,NA,NA,NA,NA,NA,NA
131,"J:1002","Constantinos Kakouris","Constantinos","Kakouris","Kakouris","Kakouris","Kakouris",10,"Greece","EL",1919,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1983-02-16,1997-10-06,1983-02-16,1997-10-06,NA,NA,NA,NA,NA,NA
132,"J:1003","Christos Yeraris","Christos","Yeraris","Yeraris","Yeraris","Yeraris",10,"Greece","EL",1938,2,"Male",0,0,1,0,0,"Former GC judge",0,1,0,1989-09-01,1992-08-31,NA,NA,1989-09-01,1992-08-31,NA,NA,NA,NA
133,"J:1004","Andreas Kalogeropoulos","Andreas","Kalogeropoulos","Kalogeropoulos","Kalogeropoulos","Kalogeropoulos",10,"Greece","EL",1944,2,"Male",0,0,1,0,0,"Former GC judge",0,1,0,1992-09-18,1998-08-31,NA,NA,1992-09-18,1998-08-31,NA,NA,NA,NA
134,"J:1005","Georges Cosmas","Georges","Cosmas","Cosmas","Cosmas","Cosmas",10,"Greece","EL",1932,2,"Male",0,0,0,0,1,"Former AG",0,1,0,1994-10-07,2000-10-06,NA,NA,NA,NA,NA,NA,1994-10-07,2000-10-06
135,"J:1006","Krateros Ioannou","Krateros","Ioannou","Ioannou","Ioannou","Ioannou",10,"Greece","EL",1935,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1997-10-07,1999-03-10,1997-10-07,1999-03-10,NA,NA,NA,NA,NA,NA
136,"J:1007","Michail Vilaras","Michail","Vilaras","Vilaras","Vilaras","Vilaras",10,"Greece","EL",1950,2,"Male",0,1,1,0,0,"Former CJ judge; Former GC judge",0,2,1,1998-09-01,2021-10-07,2015-10-07,2021-10-07,1998-09-01,2010-09-01,NA,NA,NA,NA
137,"J:1008","Vassilios Skouris","Vassilios","Skouris","Skouris","Skouris","Skouris",10,"Greece","EL",1948,2,"Male",0,1,0,0,0,"Former CJ judge",0,1,0,1999-05-26,2015-10-06,1999-05-26,2015-10-06,NA,NA,NA,NA,NA,NA
138,"J:1009","Haris Tagaras","Haris","Tagaras","Tagaras","Tagaras","Tagaras",10,"Greece","EL",1955,2,"Male",0,0,0,1,0,"Former CST judge",0,1,0,2005-10-06,2011-10-06,NA,NA,NA,NA,2005-10-06,2011-10-06,NA,NA
139,"J:1010","Dimitrios Gratsias","Dimitrios","Gratsias","Gratsias","Gratsias","Gratsias",10,"Greece","EL",1957,2,"Male",0,1,1,0,0,"Current CJ judge; Former GC judge",1,2,0,2010-10-25,NA,2021-10-07,NA,2010-10-25,2021-10-07,NA,NA,NA,NA
140,"J:1011","Constantinos Iliopoulos","Constantinos","Iliopoulos","Iliopoulos","Iliopoulos","Iliopoulos",10,"Greece","EL",1948,2,"Male",0,0,1,0,0,"Current GC judge",1,1,0,2016-04-13,NA,NA,NA,2016-04-13,NA,NA,NA,NA,NA
141,"J:1012","Athanasios Rantos","Athanasios","Rantos","Rantos","Rantos","Rantos",10,"Greece","EL",1953,2,"Male",0,0,0,0,1,"Current AG",1,1,0,2020-09-10,NA,NA,NA,NA,NA,NA,NA,2020-09-10,NA
